result #,search engine,query,article title,article url,article description,total nr of results (best guess),date,timestamp
12,google,Greta Thunberg,Planet Earth Will Pay the Price for Greta Thunberg's ...,https://www.bloomberg.com/opinion/articles/2019-10-09/planet-earth-will-pay-the-price-for-greta-thunberg-s-radicalism,Political leaders around the globe have celebrated the 16-year-old climate activist Greta Thunberg – but can they handle her as she and her ...,134000000,1 day ago ,1570606959
13,google,Greta Thunberg,Nobel Peace Prize 2019 favorites: Greta Thunberg,,,,,
14,google,Greta Thunberg,Transcript: Greta Thunberg's Speech At The U.N. Climate ...,https://www.npr.org/2019/09/23/763452863/transcript-greta-thunbergs-speech-at-the-u-n-climate-action-summit,Climate activist Greta Thunberg,,,
15,google,Greta Thunberg,Greta Thunberg To U.S.: 'You Have A Moral Responsibility' On ...,https://www.npr.org/2019/09/13/760538254/greta-thunberg-to-u-s-you-have-a-moral-responsibility-on-climate-change,Swedish activist Greta Thunberg,,,
16,google,Greta Thunberg,Greta Thunberg to strike with climate activists in Denver on ...,https://kdvr.com/2019/10/09/greta-thunberg-to-strike-with-climate-activists-in-denver-on-friday/,DENVER -- Swedish climate activist Greta Thunberg,,,
17,google,Greta Thunberg,Greta Thunberg Is on the 2019 TIME 100 List | Time.com,https://time.com/collection/100-most-influential-people-2019/5567758/greta-thunberg/,Teen climate activist Greta Thunberg is one of the most influential people of 2019,,,
18,google,Greta Thunberg,Greta Thunberg full speech at UN Climate Change COP24 ...,https://www.youtube.com/watch?v=VFkQSGyeCWg,"15 year old activist Greta Thunberg speaks truth to power at the UN COP24 climate talks: ""My name is Greta ...",134000000,n/a,n/a
19,google,Greta Thunberg,Greta Thunberg (Young Climate Activist) at the Climate Action ...,https://www.youtube.com/watch?v=u9KxE4Kv9A8,Greta Thunberg,,,
20,google,Greta Thunberg,Greta Thunberg,,,,,
21,google,Greta Thunberg,Greta Thunberg to world leaders: 'How dare you – you have ...,https://www.theguardian.com/environment/video/2019/sep/23/greta-thunberg-to-world-leaders-how-dare-you-you-have-stolen-my-dreams-and-my-childhood-video,'You have stolen my dreams and my childhood with your empty words,,,
22,google,Greta Thunberg,Why is Greta Thunberg so triggering for certain men?,https://www.irishtimes.com/life-and-style/people/why-is-greta-thunberg-so-triggering-for-certain-men-1.4002264,Climate activist Greta Thunberg was in attendance as US president Donald Trump arrived at the United ...,134000000,n/a,n/a
23,google,Greta Thunberg,Swedish teen activist Greta Thunberg headlines Denver event ...,https://www.9news.com/article/tech/science/environment/greta-thunberg-denver-friday-climate-change/73-757d7a83-7989-4ac6-b4e3-33890e474c96,DENVER — Climate activist Greta Thunberg will headline an event at Denver's Civic Center Park,,,
24,google,Greta Thunberg,Greta Thunberg Going Radical Won't Help the Planet,https://finance.yahoo.com/news/greta-thunberg-going-radical-won-040002065.html,(Bloomberg Opinion) -- Political leaders around the globe have celebrated the 16-year-old climate activist Greta Thunberg – but can they ...,134000000,1 day ago ,1570606961
25,google,Greta Thunberg,Kim Kardashian wants to meet Greta Thunberg,,,,,
26,google,Greta Thunberg,Climate Activist Greta Thunberg's Mom Is a Pop Star: Watch ...,https://people.com/human-interest/greta-thunberg-mom-pop-star/,Greta Thunberg's mother Malena Ernman has a catchy Euro-pop bop under her belt.,134000000,2 days ago ,1570520561
27,google,Greta Thunberg,Climate Activist Greta Thunberg Is Coming To Denver On Friday,https://denver.cbslocal.com/2019/10/09/greta-thunberg-denver-friday-climate-activist-civic-center-park/,DENVER (CBS4) – Greta Thunberg,,,
28,google,Greta Thunberg,Fatboy Slim Pays Tribute to Greta Thunberg During Live Show ...,https://time.com/5695968/fatboy-slim-greta-thunberg-united-nations-climate-speech/,Greta Thunberg's speech at the United Nations Climate Summit in September garnered widespread attention across the world — and now,,,
29,google,Greta Thunberg,Greta Thunberg Heads to Standing Rock - Earther | Gizmodo,https://earther.gizmodo.com/greta-thunberg-heads-to-standing-rock-to-support-indige-1838873376,When Iron Eyes met Swedish teen activist Greta Thunberg a couple of weeks ago and realized Thunberg felt the same way,,,
30,google,Greta Thunberg,Greta Thunberg - YouTube,https://www.youtube.com/watch?v=H2QxFM9y0tY,In this passionate call to action,,,
31,google,Greta Thunberg,"Kim Kardashian praises Greta Thunberg: ""She's such an ...",https://www.youtube.com/watch?v=nPGSMZ2AWlc,U.S. reality TV star Kim Kardashian heaped praise on Swedish teenage climate activist Greta Thunberg on ...,134000000,n/a,n/a
32,google,Greta Thunberg,Greta Thunberg's Moment by Peter Singer - Project Syndicate,https://www.project-syndicate.org/commentary/thunberg-speech-civil-disobedience-climate-truth-by-peter-singer-2019-10,They were spoken by Greta Thunberg,,,
33,google,Greta Thunberg,Speeches by Greta Thunberg - FridaysForFuture,https://www.fridaysforfuture.org/greta-speeches,Greta Thunberg speech at the National Assembly in Paris 2019-07-23 ... Greta Thunberg challenging The World Economic Forum in Davos - January 22 2019,134000000,n/a,n/a
34,google,Greta Thunberg,Greta Thunberg,,,,,
35,google,Greta Thunberg,Teacher on leave for 'sniper rifle' comment about Greta ...,https://www.usatoday.com/story/news/nation/2019/10/06/teacher-leave-sniper-rifle-comment-greta-thunberg/3893160002/,"The high school science teacher wrote ""Dont have my sniper rifle"" on a post about Greta Thunberg",,,
36,google,Greta Thunberg,Greta Thunberg's unforgettable message (Opinion) - CNN,https://www.cnn.com/2019/09/23/opinions/greta-thunberg-unforgettable-message-psaki/index.html,Jen Psaki writes that at the UN Climate Action Summit,,,
37,google,Greta Thunberg,Greta Thunberg: The disarming case to act right now on ...,https://www.ted.com/talks/greta_thunberg_the_disarming_case_to_act_right_now_on_climate?language=en,In this passionate call to action,,,
38,google,Greta Thunberg,Fatboy Slim samples Greta Thunberg's speech to the UN ...,https://www.theguardian.com/global/video/2019/oct/09/fatboy-slim-samples-greta-thunbergs-speech-to-the-un-during-uk-concert-video,Fatboy Slim has played a mashup of Greta Thunberg's UN speech with his 1999 track Right Here,,,
39,google,Greta Thunberg,'Right here,,,,,
40,google,Greta Thunberg,Greta Thunberg's Meteoric Rise to Fame | PEOPLE.com,https://people.com/human-interest/greta-thunberg-overcoming-depression-eclipsing-family-fame/,Climate change activist Greta Thunberg wasn't always the most famous teenager on the planet — in fact,,,
41,google,Greta Thunberg,Greta Thunberg: Effigy of climate change activist hung from ...,https://www.insider.com/effigy-of-greta-thunberg-hung-from-a-bridge-in-rome-2019-10,"The Mayor of Rome Virginia Raggi condemned the act as ""shameful",,,
42,google,Greta Thunberg,Greta Thunberg: The Swedish teen inspiring climate strikes ...,https://www.bbc.com/news/av/world-europe-47231271/greta-thunberg-the-swedish-teen-inspiring-climate-strikes,Greta Thunberg spoke to the BBC in September,,,
43,google,Greta Thunberg,WATCH: Greta Thunberg's full speech to world leaders at UN ...,https://www.youtube.com/watch?v=KAJsdgTPJpU,Swedish climate activist Greta Thunberg chastised world leaders Monday,,,
44,google,Greta Thunberg,Fatboy Slim remixes Greta Thunberg's UN speech into song,https://nypost.com/2019/10/09/fatboy-slim-remixes-greta-thunbergs-un-speech-into-song/,Fatboy Slim released a remix of a two-decades-old club song that samples 16-year-old Greta Thunberg's powerful United Nations speech.,134000000,14 hours ago ,1570642964
45,google,Greta Thunberg,I Think About This A Lot: Greta Thunberg's Mom On Eurovision,https://www.thecut.com/2019/10/i-think-about-this-a-lot-greta-thunbergs-mom-on-eurovision.html,I think about Greta Thunberg's mom's operatic performance on Eurovision a lot. She is a camp goddess.,134000000,3 days ago ,1570434164
46,google,Greta Thunberg,Greta Thunberg - Posts | Facebook,https://www.facebook.com/gretathunbergsweden/posts,Greta Thunberg. 2435622 likes · 484805 talking about this. 16 year old climate and environmental activist with Asperger's #fridaysforfuture.,134000000,n/a,n/a
47,google,Greta Thunberg,Greta Thunberg - Recently I've seen many rumors... | Facebook,https://www.facebook.com/gretathunbergsweden/posts/recently-ive-seen-many-rumors-circulating-about-me-and-enormous-amounts-of-hate-/767646880269801/,Greta Thunberg · February 2 ·. Recently I've seen many rumors circulating about me and enormous amounts of hate. This is no surprise to me. I know that since ...,134000000,n/a,n/a
48,google,Greta Thunberg,Nature Now video with Greta Thunberg,https://www.conservation.org/video/nature-now-video-with-greta-thunberg,In a new short film,,,
49,google,Greta Thunberg,Voyage of Greta Thunberg - Wikipedia,https://en.wikipedia.org/wiki/Voyage_of_Greta_Thunberg,Climate activist Greta Thunberg sailed across the Atlantic Ocean in August 2019 to attend climate conferences in New York City and Chile. She sailed from ...,134000000,n/a,n/a
50,google,Greta Thunberg,Teens React To Global Climate Strike (Greta Thunberg ...,https://www.youtube.com/watch?v=fgNCYx2P9lc,Global Climate Strike (Greta Thunberg) reacted to by teens. Original links below. For more information on ...,134000000,n/a,n/a
51,google,Greta Thunberg,Greta Thunberg's emotional speech to EU leaders - YouTube,https://www.youtube.com/watch?v=FWsM9-_zrKo,A sometimes tearful Greta Thunberg criticised EU leaders in Strasbourg for not taking the threat posed by ...,134000000,n/a,n/a
52,google,Greta Thunberg,Teacher Put on Leave After 'Sniper Rifle' Comment About ...,https://www.nytimes.com/2019/10/06/us/Greta-thunberg-shooting-threat-teacher.html,Greta Thunberg,,,
53,google,Greta Thunberg,Greta Thunberg: Hanging effigy of teenage climate activist ...,https://www.independent.co.uk/news/world/europe/greta-thunberg-hanging-effigy-rome-italy-climate-change-protest-a9147021.html,An effigy of teenage climate activist Greta Thunberg hanging by a noose has been strung up under a bridge in Rome. The puppet features long ...,134000000,2 days ago ,1570520565
54,google,Greta Thunberg,'Greta is your God': Greta Thunberg effigy hanged by noose in ...,https://www.oregonlive.com/environment/2019/10/greta-is-your-god-greta-thunberg-effigy-hung-by-noose-in-rome-citys-mayor-declares-it-shameful.html,Greta Thunberg critics,,,
55,google,Greta Thunberg,The Story of 16 Year Old Climate Activist Greta Thunberg,https://medium.com/@tabitha.whiting/greta-thunberg-i-promised-myself-i-was-going-to-do-everything-i-could-to-make-a-difference-cb6fade1904,Greta Thunberg was born in Sweden to her mother Malenda Ernman,,,
56,google,Greta Thunberg,Kim Kardashian's thoughts on Greta Thunberg | Climate News ...,https://news.sky.com/video/kim-kardashians-thoughts-on-greta-thunberg-11830969,Kim Kardashian heaped praise on Swedish teenage climate activist Greta Thunberg,,,
57,google,Greta Thunberg,Greta Thunberg - As the rumours,,,,,
58,google,Greta Thunberg,Could Greta Thunberg Win the Nobel Peace Prize?,https://slate.com/news-and-politics/2019/10/nobel-peace-prize-greta-thunberg.html,The Nobel Peace Prize,,,
59,google,Greta Thunberg,Greta Thunberg Talks Oil Pipelines in North,,,,,
60,google,Greta Thunberg,FridaysForFuture,https://www.fridaysforfuture.org/,FridaysForFuture. What is Fridays For Future? #FridaysforFuture is a peoples movement following the call from @GretaThunberg to school strike.,134000000,n/a,n/a
61,google,Greta Thunberg,Greta Thunberg: School strike for climate - save the world by ...,https://www.ted.com/talks/greta_thunberg_school_strike_for_climate_save_the_world_by_changing_the_rules/transcript?language=en,TED Talk Subtitles and Transcript: Greta Thunberg realized at a young age the lapse in what several climate ...,134000000,n/a,n/a
62,google,Greta Thunberg,Meet the Greta Thunberg of 1992: Severn Suzuki | NowThis ...,https://www.youtube.com/watch?v=Dt-nJsKGXSg,'I have no hidden agenda. I am fighting for my future.' — In 1992,,,
63,google,Greta Thunberg,Greta Thunberg - HuffPost,https://www.huffpost.com/topic/greta-thunberg,Greta Thunberg Just Sassed Putin With Her Classic Clapback Style. The climate activist is ... Teen Climate Activist Greta Thunberg Wins 'Alternative Nobel Prize'.,134000000,n/a,n/a
64,google,Greta Thunberg,Greta Thunberg Has the Climate Alarmists' Number - WSJ,https://www.wsj.com/articles/greta-thunberg-has-the-climate-alarmists-number-11570224870,How to think about Greta Thunberg ? She is the 16-year-old Swedish environmental activist known for her articulate fulminations on climate ...,134000000,5 days ago ,1570261367
65,google,Greta Thunberg,Teen climate activist Greta Thunberg to rally in Denver Friday,https://www.thedenverchannel.com/news/local-news/teen-climate-activist-greta-thunberg-to-rally-in-denver,DENVER — A 16-year-old environmental activist from Sweden will be in Denver Friday. Greta Thunberg will rally with members of a ...,134000000,10 hours ago ,1570657367
66,google,Greta Thunberg,Greta Thunberg - About | Facebook,https://www.facebook.com/gretathunbergsweden/about/,Greta Thunberg. 2434735 likes · 484805 talking about this. 16 year old climate and environmental activist with Asperger's #fridaysforfuture.,134000000,n/a,n/a
67,google,Greta Thunberg,Greta Thunberg - Videos | Facebook,https://www.facebook.com/gretathunbergsweden/videos/,Greta Thunberg. 2429510 likes · 572167 talking about this. 16 year old climate and environmental activist with Asperger's #fridaysforfuture.,134000000,n/a,n/a
68,google,Greta Thunberg,Greta Thunberg - The Sun,https://www.thesun.co.uk/news/10083040/effigy-greta-thunberg-found-hanging-rome/,AN effigy of climate activist Greta Thunberg found hanging off a bridge in Rome has been branded “shameful” by the city's mayor. The dummy ...,134000000,3 days ago ,1570434168
69,google,Greta Thunberg,Greta Thunberg is right: It's time to haul ass on climate change ...,https://www.vox.com/energy-and-environment/2019/10/4/20896541/greta-thunberg-panic-carbon-tax-price,When Swedish climate activist Greta Thunberg addressed the elites assembled at the World Economic Forum in Davos,,,
70,google,Greta Thunberg,Climate activist Greta Thunberg is coming to Colorado this week,https://www.kktv.com/content/news/Climate-activist-Greta-Thunberg-is-coming-to-Colorado-this-week-562667901.html,Greta Thunberg is scheduled to headline a climate awareness event being held at the Greek Amphitheater in Civic Center in Denver.,134000000,8 hours ago ,1570664568
71,google,Greta Thunberg,Mayor of Rome condemns 'shameful' Greta Thunberg effigy ...,https://thehill.com/blogs/blog-briefing-room/news-energy-environment/464758-mayor-of-rome-condemns-shameful-greta,"The mayor of Rome has condemned a ""shameful"" effigy of climate activist Greta Thunberg discovered hanging off a bridge near the city's airport ...",134000000,2 days ago ,1570520568
72,google,Greta Thunberg,Greta Thunberg - Wikiquote,https://en.wikiquote.org/wiki/Greta_Thunberg,Greta Thunberg (born 3 January 2003) is a Swedish climate activist. In August 2018,,,
73,google,Greta Thunberg,Greta Thunberg: Who is Nobel Peace Prize nominee and ...,https://www.independent.co.uk/environment/greta-thunberg-speech-climate-change-nobel-peace-prize-winner-who-a9139651.html,Swedish environment activist Greta Thunberg is being tipped to win the Nobel Peace Prize following a remarkable year in which the teenager's ...,134000000,2 days ago ,1570520568
74,google,Greta Thunberg,Kim Kardashian West praises 'amazing' Greta Thunberg for ...,https://www.independent.co.uk/life-style/kim-kardashian-west-greta-thunberg-climate-change-protest-strike-school-a9148371.html,Kim Kardashian West has praised Greta Thunberg for being a leading voice in the fight against climate change at just 16 years old. Speaking to ...,134000000,1 day ago ,1570606969
75,google,Greta Thunberg,Greta Thunberg effigy found hanging from Italian bridge ...,https://news.sky.com/story/greta-thunberg-effigy-found-hanging-from-italian-bridge-11830539,Police in the city have begun an investigation,,,
76,google,Greta Thunberg,Greta Thunberg: The teenage old soul of the climate crisis - CNN,https://www.cnn.com/2019/09/20/us/greta-thunberg-profile-weir/index.html,Swedish teen Greta Thunberg has a manner that is level and unflinching. Her voice is soft and halting and she admits she may be the most ...,134000000,Sep-20,
77,google,Greta Thunberg,Greta Thunberg,,,,,
78,google,Greta Thunberg,In full: Climate activist Greta Thunberg rebukes world leaders ...,https://www.youtube.com/watch?v=rYxt0BeTrT8,The teenager reprimanded those who she accused of ignoring science and being too slow in their approach to ...,134000000,n/a,n/a
79,google,Greta Thunberg,Fatboy Slim samples Greta Thunberg's speech to ... - YouTube,https://www.youtube.com/watch?v=qtuvP8En0vU,Fatboy Slim samples Greta Thunberg's speech to the UN during UK concert. 2 views. 0. 0. Share. Save ...,134000000,n/a,n/a
80,google,Greta Thunberg,Climate change activist Greta Thunberg targeted by online trolls,https://www.usatoday.com/story/news/nation/2019/10/02/climate-change-activist-greta-thunberg-targeted-online-trolls/3843196002/,Greta Thunberg,,,
81,google,Greta Thunberg,Swedish climate activist Greta Thunberg visits Standing Rock,https://www.kfyrtv.com/content/news/Swedish-climate-activist-Greta-Thunberg-visits-Standing-Rock-562574651.html,STANDING ROCK,,,
82,google,Greta Thunberg,Kim Kardashian wants teen activist Greta Thunberg over for ...,https://pagesix.com/2019/10/08/kim-kardashian-wants-to-invite-activist-greta-thunberg-for-dinner/,Kim Kardashian said that she would love to dine with the 16-year-old Greta Thunberg.,134000000,2 days ago ,1570520570
83,google,Greta Thunberg,Odds favour Greta Thunberg for Nobel Peace,,,,,
84,google,Greta Thunberg,Teen Climate Activist Greta Thunberg Arrives In New York ...,https://www.npr.org/2019/08/28/754818342/teen-climate-activist-greta-thunberg-arrives-in-new-york-after-sailing-the-atlan,Greta Thunberg,,,
85,google,Greta Thunberg,Greta Thunberg - Time,https://time.com/collection-post/5584902/greta-thunberg-next-generation-leaders/,“Can you hear me?” Greta Thunberg asks the 150 members and advisers in the U.K. Houses of Parliament. She ...,134000000,n/a,n/a
86,google,Greta Thunberg,Iowa teens delighted as Greta Thunberg leads unexpected ...,https://www.theguardian.com/environment/2019/oct/04/greta-thunberg-iowa-climate-strike,More than 3000 people gathered in the shadow of the University of Iowa on Friday afternoon to hear Thunberg speak.,134000000,5 days ago ,1570261370
87,google,Greta Thunberg,It's not just Greta Thunberg: why are we ignoring the developing,https://www.theguardian.com/commentisfree/2019/oct/05/greta-thunberg-developing-world-activists,Young people from the global south have been tackling the climate crisis for years. They should be celebrated too,,,
88,google,Greta Thunberg,Greta Thunberg condemns world leaders in emotional speech ...,https://www.theguardian.com/environment/2019/sep/23/greta-thunberg-speech-un-2019-address,Greta Thunberg has excoriated world leaders for their “betrayal” of young people through their inertia over the climate crisis at a United Nations ...,134000000,Sep-23,
89,google,Greta Thunberg,Britain's answer to Greta Thunberg tells world to 'wake up ...,https://metro.co.uk/2019/10/08/britains-answer-greta-thunberg-tells-world-wake-10882709/,Britain's answer to Greta Thunberg is a nine-year-old schoolgirl who lives 'off-grid' with her family in Somerset. Eve Tizard said she was ...,134000000,2 days ago ,1570520571
90,google,Greta Thunberg,Why Greta Thunberg can capture our attention on climate.,https://slate.com/technology/2019/09/greta-thunberg-climate-activism-scares-the-right-and-the-left.html,It's been a year since teenage Swedish climate protester Greta Thunberg began her solitary school strike outside the Parliament building in ...,134000000,Sep-09,
91,google,Greta Thunberg,Report: University of Iowa Faculty Told Not to Promote Greta ...,https://earther.gizmodo.com/report-university-of-iowa-faculty-told-not-to-promote-1838812300,Greta Thunberg at a rally in Montreal in September 2019. ... Swedish environmental activist Greta Thunberg's surprise appearance at a Friday ...,134000000,4 days ago ,1570347771
92,google,Greta Thunberg,Greta Thunberg to world leaders: 'How dare you? You have ...,https://www.youtube.com/watch?v=TMrtLsQbaok,'You have stolen my dreams and my childhood with your empty words,,,
93,google,Greta Thunberg,VIDEO: 'This Is All Wrong,,,,,
94,google,Greta Thunberg,Greta Thunberg drives Tesla to Iowa to join student-led ...,https://www.usatoday.com/story/news/nation/2019/10/04/greta-thunberg-drives-tesla-iowa-join-climate-strike/3869884002/,Teenage climate activist Greta Thunberg joined with similar-minded peers in Iowa City on Friday to demand action.,134000000,5 days ago ,1570261372
95,google,Greta Thunberg,Fatboy Slim pays homage to Greta Thunberg with 'Right Here ...,https://www.yahoo.com/entertainment/dj-fatboy-slim-pays-homage-to-greta-thunberg-195104575.html,"The DJ performed a remixed version of his song ""Right Here",,,
96,google,Greta Thunberg,Greta Thunberg (@GretaThunberg) | Twitter,https://twitter.com/gretathunberg?lang=en,The latest Tweets from Greta Thunberg (@GretaThunberg). 16 year old climate and environmental activist with Asperger's #climatestrike #fridaysforfuture.,134000000,n/a,n/a
97,google,Greta Thunberg,Greta Thunberg (@GretaThunberg) | Twitter,https://twitter.com/gretathunberg?lang=en%3Fftag%3DMSF0951a18,The latest Tweets from Greta Thunberg (@GretaThunberg). 16 year old climate and environmental activist with Asperger's #climatestrike #fridaysforfuture.,134000000,n/a,n/a
98,google,Greta Thunberg,Greta Thunberg - Twitter,https://twitter.com/GretaThunberg?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,No information is available for this page.,,,
"Learn why""",134000000,n/a,n/a,,,,,
99,google,Greta Thunberg,Greta Thunberg (@GretaThunberg) | Twitter,https://twitter.com/gretathunberg?lang=dehttps%3A%2Fwww.instagram.com%2Fgretathunberg%2F%3Fhl%3Dde,The latest Tweets from Greta Thunberg (@GretaThunberg). 16 year old climate and environmental activist with Asperger's #climatestrike #fridaysforfuture.,134000000,n/a,n/a
