result #,search engine,query,article title,article url,article description,total nr of results (best guess),date,timestamp
58,google,Donald Trump,Donald Trump - Pacific Standard,https://psmag.com/tag/donald-trump,Is a Conspiracy Theory Protected Speech? The FBI labeled conspiracy mongering a domestic terror threat. What does that mean for Donald Trump and others ...,1130000000,n/a,n/a
59,google,Donald Trump,Evangelicals' solid support of Donald Trump is un-Christian ...,https://www.latimes.com/opinion/story/2019-10-13/evangelicals-solid-support-of-donald-trump-is-un-christian,The president polls very highly among white Protestants. Do they approve of Trump's constant lying and alleged groping of women too?,1130000000,2 hours ago ,1570959270
60,google,Donald Trump,The Definitive Net Worth Of Donald Trump - Forbes,https://www.forbes.com/donald-trump/,What's Donald Trump really worth? Forbes estimates his wealth based on his real estate holdings,,,
61,google,Donald Trump,Donald Trump | New York Post,https://nypost.com/tag/donald-trump/,Get the latest news and breaking news on Donald Trump,,,
62,google,Donald Trump,Impeachment: Defiant Donald Trump heads to Louisiana ...,https://www.usatoday.com/story/news/politics/elections/2019/10/11/impeachment-defiant-donald-trump-heads-louisiana-campaign-rally/3930306002/,President Donald Trump,,,
63,google,Donald Trump,Donald Trump | Page Six,https://pagesix.com/tag/donald-trump/,Get the latest donald trump news,,,
64,google,Donald Trump,Donald Trump - New York Magazine,http://nymag.com/tags/donald-trump/,See an archive of all donald trump stories published on the New York Media network,,,
65,google,Donald Trump,Donald Trump joins Twitch,,,,,
66,google,Donald Trump,Trump's Favorite Impeachment Lawyer Is ...Trump Himself,https://www.thedailybeast.com/trumps-favorite-impeachment-lawyer-is-trump-himself,President Donald Trump has slowly but surely bent the Office of the White House Counsel to his will.,1130000000,1 day ago ,1570880071
67,google,Donald Trump,Donald Trump: xenophobe in public,,,,,
68,google,Donald Trump,Donald Trump | Complex,https://www.complex.com/tag/donald-trump,Stay tuned to Complex for new Donald Trump content daily.,1130000000,n/a,n/a
69,google,Donald Trump,Donald J Trump - YouTube,https://www.youtube.com/channel/UCAql2DyGU2un1Ei2nMYsqOA,This is the official YouTube Channel for Donald J. Trump.,1130000000,n/a,n/a
70,google,Donald Trump,Trump threatens to sue top Democrats Adam Schiff and Nancy ...,https://www.cnn.com/2019/10/12/politics/trump-threatens-sue-schiff-pelosi/index.html,President Donald Trump threatened on Saturday night to sue top congressional Democrats Rep. Adam Schiff and House Speaker Nancy ...,1130000000,10 hours ago ,1570930472
71,google,Donald Trump,Donald Trump loses appeal to stop House subpoena of his tax ...,https://www.cnn.com/2019/10/11/politics/trump-mazars-appeal-decision/index.html,President Donald Trump on Friday lost his appeal to stop a House subpoena of his tax documents from his longtime accountant Mazars USA.,1130000000,2 days ago ,1570793672
72,google,Donald Trump,Donald Trump: Latest News,,,,,
73,google,Donald Trump,Donald Trump: Latest News,,,,,
74,google,Donald Trump,Donald Trump news,,,,,
75,google,Donald Trump,The first arrests of Donald Trump's impeachment crisis | MSNBC,http://www.msnbc.com/rachel-maddow-show/the-first-arrests-donald-trumps-impeachment-crisis,Yesterday,,,
76,google,Donald Trump,Opinion | Donald Trump Dreams of Presidential Infallibility ...,https://www.nytimes.com/2019/10/11/opinion/trump-impeachment-congress.html,The news cycle has already blown past it,,,
77,google,Donald Trump,Trump questions protections for whistleblower whose ...,https://www.cnn.com/2019/10/11/politics/donald-trump-rally-lake-charles-louisiana/index.html,Lake Charles,,,
78,google,Donald Trump,Trump expressing concerns about Giuliani's ties to Ukrainians ...,https://www.cnn.com/2019/10/11/politics/donald-trump-rudy-giuliani-ukraine-fallout/index.html,As the career ambassador ousted by President Donald Trump was describing to lawmakers Friday the shadow diplomacy carried out by Rudy ...,1130000000,2 days ago ,1570793673
79,google,Donald Trump,Impeachment inquiry against Donald Trump - Wikipedia,https://en.wikipedia.org/wiki/Impeachment_inquiry_against_Donald_Trump,An impeachment inquiry against Donald Trump,,,
80,google,Donald Trump,Can President Donald Trump really win Minnesota? | Star ...,http://www.startribune.com/can-president-donald-trump-really-win-minnesota/562922092/,There's no doubt that President Donald Trump is making a strong play for Minnesota,,,
81,google,Donald Trump,Donald Trump - IMDb,https://www.imdb.com/name/nm0874339/,Donald Trump,,,
82,google,Donald Trump,Donald Trump Slanders Ilhan Omar at Minneapolis 2020 ...,https://www.esquire.com/news-politics/politics/a29438321/donald-trump-minneapolis-rally-ilhan-omar/,Donald Trump Whipped Up a Slanderous Attack on Ilhan Omar at His Minneapolis ... President Trump Holds Campaign Rally In Minneapolis.,1130000000,2 days ago ,1570793673
83,google,Donald Trump,Donald Trump on the Issues,https://www.ontheissues.org/donald_trump.htm,Donald Trump on the Issues on Donald Trump; Presidential candidates.,1130000000,n/a,n/a
84,google,Donald Trump,Rudy Giuliani: Donald Trump won't say if mayor is still his ...,https://www.usatoday.com/story/news/politics/2019/10/11/rudy-giuliani-donald-trump-wont-say-if-ex-mayor-still-attorney/3945806002/,Donald Trump,,,
85,google,Donald Trump,President Donald Trump criticizes Warriors coach Steve Kerr ...,https://www.usatoday.com/story/sports/nba/warriors/2019/10/12/president-donald-trump-criticizes-warriors-coach-steve-kerr-again/3954766002/,President Donald Trump took another swipe at Golden State Warriors head coach Steve Kerr regarding the latter's response to questions ...,1130000000,1 day ago ,1570880074
86,google,Donald Trump,Donald J. Trump (@realDonaldTrump) | Twitter,https://twitter.com/realdonaldtrump,The latest Tweets from Donald J. Trump (@realDonaldTrump). 45th President of the United States of America    . Washington,,,
87,google,Donald Trump,Donald J. Trump (@realDonaldTrump) | Twitter,https://twitter.com/realdonaldtrump?lang=pt_pt,Os Tweets mais recentes de Donald J. Trump (@realDonaldTrump). 45th President of the United States of America    . Washington,,,
88,google,Donald Trump,Donald J. Trump (@realDonaldTrump) | Twitter,https://twitter.com/realdonaldtrump?lang=en.,The latest Tweets from Donald J. Trump (@realDonaldTrump). 45th President of the United States of America    . Washington,,,
89,google,Donald Trump,Donald J. Trump (@realDonaldTrump) | Twitter,https://twitter.com/realdonaldtrump?lang=dedonald%20trump%20titter,The latest Tweets from Donald J. Trump (@realDonaldTrump). 45th President of the United States of America    . Washington,,,
90,google,Donald Trump,Donald J. Trump (@realDonaldTrump) | Twitter,https://twitter.com/realdonaldtrump?lang=e,The latest Tweets from Donald J. Trump (@realDonaldTrump). 45th President of the United States of America    . Washington,,,
91,google,Donald Trump,Donald J. Trump (@realDonaldTrump) | Twitter,https://twitter.com/realdonaldtrump?lang=ar3-Instagram,The latest Tweets from Donald J. Trump (@realDonaldTrump). 45th President of the United States of America    . Washington,,,
92,google,Donald Trump,Donald J. Trump (@realDonaldTrump) | Twitter,https://twitter.com/realdonaldtrump?lang=de%2F,The latest Tweets from Donald J. Trump (@realDonaldTrump). 45th President of the United States of America    . Washington,,,
93,google,Donald Trump,Donald J. Trump (@realDonaldTrump) | Twitter,https://twitter.com/realdonaldtrump?lang=it%3Fflip%3Dtrue,The latest Tweets from Donald J. Trump (@realDonaldTrump). 45th President of the United States of America    . Washington,,,
94,google,Donald Trump,Donald J. Trump (@realDonaldTrump) | Twitter,https://twitter.com/realdonaldtrump?lang=es%20T,The President of the Ukraine just stated again,,,
95,google,Donald Trump,President Trump's anger becomes a rallying cry in Louisiana ...,https://www.cnn.com/videos/politics/2019/10/12/donald-trump-rally-impeachment-inquiry-bad-week-sot-nr-vpx.cnn,Donald Trump is making his feelings known on the impeachment inquiry against him. CNN's George Howell ...,1130000000,n/a,n/a
96,google,Donald Trump,Donald Trump - Twitter,https://twitter.com/realDonaldTrump?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,No information is available for this page.,,,
"Learn why""",1130000000,n/a,n/a,,,,,
97,google,Donald Trump,Donald Trump Leaves White House for Trump Golf Club ...,https://www.youtube.com/watch?v=pr--sW0173w,US President Donald Trump leaves the White House,,,
98,google,Donald Trump,Hear Donald Trump say 'I don't know' if Rudy Giuliani is still ...,https://www.cnn.com/videos/politics/2019/10/12/rudy-giuliani-trump-attorney-question-lemon-ctn-vpx.cnn,CNN's Don Lemon examines President Donald Trump's answer when asked by reporters if Rudy Giuliani ...,1130000000,n/a,n/a
99,google,Donald Trump,Trump impeachment inquiry timeline - CNN.com,https://www.cnn.com/interactive/2019/10/politics/impeachment-inquiry-timeline/,The key people and events involved in the Ukraine scandal and the effort to impeach President Donald Trump.,1130000000,2 days ago ,1570793685
