result #,search engine,query,article title,article url,article description,total nr of results (best guess),date,timestamp
0,google,Greta Thunberg,Greta Thunberg - Wikipedia,https://en.wikipedia.org/wiki/Greta_Thunberg,Greta Thunberg FRSGS (born 3 January 2003) is a Swedish teenage environmental activist on climate change whose campaigning has gained international recognition.,126000000,n/a,n/a
1,google,Greta Thunberg,Greta Thunberg | Speaker | TED,https://www.ted.com/speakers/greta_thunberg,In August 2018,,,
2,google,Greta Thunberg,Greta Thunberg - Home | Facebook,https://www.facebook.com/gretathunbergsweden/,Greta Thunberg. 2439897 likes · 350552 talking about this. 16 year old climate and environmental activist with Asperger's #fridaysforfuture.,126000000,n/a,n/a
3,google,Greta Thunberg,Greta Thunberg (@gretathunberg) • Instagram photos and ...,https://www.instagram.com/gretathunberg/?hl=en,7.5m Followers,,,
4,google,Greta Thunberg,Greta Thunberg | The Guardian,https://www.theguardian.com/profile/greta-thunberg,Greta Thunberg is a climate activist from Stockholm,,,
5,google,Greta Thunberg,Greta Thunberg | Environment | The Guardian,https://www.theguardian.com/environment/greta-thunberg,Greta Thunberg,,,
6,google,Greta Thunberg,Chemtrail Truthers Are Coming After Greta Thunberg,https://www.thedailybeast.com/chemtrail-truthers-are-coming-after-greta-thunberg,For weeks,,,
7,google,Greta Thunberg,Greta Thunberg could become a Nobel laureate - Newsweek,https://www.newsweek.com/greta-thunberg-could-become-nobel-laureate-experts-weigh-message-that-would-send-world-1464518,With the Nobel Peace Prize becoming more political in the last decade,,,
8,google,Greta Thunberg,Greta Thunberg to lead youth climate strike in 150 countries ...,https://www.vox.com/2019/9/17/20864740/greta-thunberg-youth-climate-strike-fridays-future,Greta Thunberg is leading kids and adults from 150 countries in a massive Friday climate strike. The international protest comes ahead of the ...,126000000,Sep-20,
9,google,Greta Thunberg,Greta Thunberg - latest news,,,,,
10,google,Greta Thunberg,How did teen climate activist Greta Thunberg rise to fame so ...,https://www.pri.org/stories/2019-10-10/how-did-teen-climate-activist-greta-thunberg-rise-fame-so-quickly,Greta Thunberg,,,
11,google,Greta Thunberg,Greta Thunberg to world leaders: 'How dare you – you have ...,https://www.theguardian.com/environment/video/2019/sep/23/greta-thunberg-to-world-leaders-how-dare-you-you-have-stolen-my-dreams-and-my-childhood-video,'You have stolen my dreams and my childhood with your empty words,,,
12,google,Greta Thunberg,Greta Thunberg to strike with Denver climate activists Friday,https://www.denverpost.com/2019/10/09/greta-thunberg-denver-cllimate-change-strike/,Sixteen-year-old Swedish climate activist Greta Thunberg who gained notoriety after speaking in front of the United Nations Climate Action ...,126000000,2 days ago ,1570611803
13,google,Greta Thunberg,How 16-year-old Greta Thunberg became the face of climate ...,https://www.businessinsider.com/greta-thunberg-bio-climate-change-activist-2019-9,Greta Thunberg has met with world leaders,,,
14,google,Greta Thunberg,Greta Thunberg Is on the 2019 TIME 100 List | Time.com,https://time.com/collection/100-most-influential-people-2019/5567758/greta-thunberg/,Teen climate activist Greta Thunberg is one of the most influential people of 2019,,,
15,google,Greta Thunberg,Greta Thunberg To U.S.: 'You Have A Moral Responsibility' On ...,https://www.npr.org/2019/09/13/760538254/greta-thunberg-to-u-s-you-have-a-moral-responsibility-on-climate-change,Swedish activist Greta Thunberg,,,
16,google,Greta Thunberg,Greta Thunberg full speech at UN Climate Change COP24 ...,https://www.youtube.com/watch?v=VFkQSGyeCWg,"15 year old activist Greta Thunberg speaks truth to power at the UN COP24 climate talks: ""My name is Greta ...",126000000,n/a,n/a
17,google,Greta Thunberg,Planet Earth Will Pay the Price for Greta Thunberg's Radicalism,https://www.bloomberg.com/opinion/articles/2019-10-09/planet-earth-will-pay-the-price-for-greta-thunberg-s-radicalism,Political leaders around the globe have celebrated the 16-year-old climate activist Greta Thunberg – but can they handle her as she and her ...,126000000,2 days ago ,1570611804
18,google,Greta Thunberg,Greta Thunberg on Saving the Planet,,,,,
19,google,Greta Thunberg,Transcript: Greta Thunberg's Speech At The U.N. Climate ...,https://www.npr.org/2019/09/23/763452863/transcript-greta-thunbergs-speech-at-the-u-n-climate-action-summit,Climate activist Greta Thunberg,,,
20,google,Greta Thunberg,Why is Greta Thunberg so triggering for certain men?,https://www.irishtimes.com/life-and-style/people/why-is-greta-thunberg-so-triggering-for-certain-men-1.4002264,Climate activist Greta Thunberg was in attendance as US president Donald Trump arrived at the United ...,126000000,n/a,n/a
21,google,Greta Thunberg,Teen climate activist Greta Thunberg to rally in Denver Friday,https://www.thedenverchannel.com/news/local-news/teen-climate-activist-greta-thunberg-to-rally-in-denver,DENVER — A 16-year-old environmental activist from Sweden will be in Denver Friday. Greta Thunberg will rally with members of a ...,126000000,1 day ago ,1570698204
22,google,Greta Thunberg,Fatboy Slim Pays Tribute to Greta Thunberg During Live Show ...,https://time.com/5695968/fatboy-slim-greta-thunberg-united-nations-climate-speech/,Greta Thunberg's speech at the United Nations Climate Summit in September garnered widespread attention across the world — and now,,,
23,google,Greta Thunberg,A personal conversation with Greta Thunberg on climate,,,,,
24,google,Greta Thunberg,Greta Thunberg - YouTube,https://www.youtube.com/watch?v=H2QxFM9y0tY,In this passionate call to action,,,
25,google,Greta Thunberg,Climate Activist Greta Thunberg to Rally in Denver on Friday ...,https://www.westword.com/news/climate-activist-greta-thunberg-to-rally-in-denver-on-friday-11508174,Greta Thunberg,,,
26,google,Greta Thunberg,Speeches by Greta Thunberg - FridaysForFuture,https://www.fridaysforfuture.org/greta-speeches,Greta Thunberg speech at the National Assembly in Paris 2019-07-23 ... Greta Thunberg challenging The World Economic Forum in Davos - January 22 2019,126000000,n/a,n/a
27,google,Greta Thunberg,Greta Thunberg,,,,,
28,google,Greta Thunberg,James Gill: How Greta Thunberg could reduce her carbon ...,https://www.nola.com/opinions/article_5f75eed0-e914-11e9-96fe-5b8c5968bcdc.html,Swedish environmental activist Greta Thunberg,,,
29,google,Greta Thunberg,Greta Thunberg's unforgettable message (Opinion) - CNN,https://www.cnn.com/2019/09/23/opinions/greta-thunberg-unforgettable-message-psaki/index.html,Jen Psaki writes that at the UN Climate Action Summit,,,
30,google,Greta Thunberg,Greta Thunberg Going Radical Won't Help the Planet,https://finance.yahoo.com/news/greta-thunberg-going-radical-won-040002065.html,(Bloomberg Opinion) -- Political leaders around the globe have celebrated the 16-year-old climate activist Greta Thunberg – but can they ...,126000000,2 days ago ,1570611806
31,google,Greta Thunberg,Kim Kardashian wants to meet Greta Thunberg,,,,,
32,google,Greta Thunberg,Greta Thunberg: The disarming case to act right now on ...,https://www.ted.com/talks/greta_thunberg_the_disarming_case_to_act_right_now_on_climate?language=en,In this passionate call to action,,,
33,google,Greta Thunberg,Greta Thunberg (Young Climate Activist) at the Climate Action ...,https://www.youtube.com/watch?v=u9KxE4Kv9A8,Greta Thunberg,,,
34,google,Greta Thunberg,Nobel peace prize: Greta Thunberg,,,,,
35,google,Greta Thunberg,Greta Thunberg,,,,,
36,google,Greta Thunberg,Climate Activist Greta Thunberg Is Coming To Denver On Friday,https://denver.cbslocal.com/2019/10/09/greta-thunberg-denver-friday-climate-activist-civic-center-park/,DENVER (CBS4) – Greta Thunberg,,,
37,google,Greta Thunberg,Fatboy Slim samples Greta Thunberg's speech to the UN ...,https://www.theguardian.com/global/video/2019/oct/09/fatboy-slim-samples-greta-thunbergs-speech-to-the-un-during-uk-concert-video,Fatboy Slim has played a mashup of Greta Thunberg's UN speech with his 1999 track Right Here,,,
38,google,Greta Thunberg,Greta Thunberg - Recently I've seen many rumors... | Facebook,https://www.facebook.com/gretathunbergsweden/posts/recently-ive-seen-many-rumors-circulating-about-me-and-enormous-amounts-of-hate-/767646880269801/,Greta Thunberg · February 2 ·. Recently I've seen many rumors circulating about me and enormous amounts of hate. This is no surprise to me. I know that since ...,126000000,n/a,n/a
39,google,Greta Thunberg,Greta Thunberg - Posts | Facebook,https://www.facebook.com/gretathunbergsweden/posts,Greta Thunberg. 2438232 likes · 330492 talking about this. 16 year old climate and environmental activist with Asperger's #fridaysforfuture.,126000000,n/a,n/a
40,google,Greta Thunberg,The Story of 16 Year Old Climate Activist Greta Thunberg,https://medium.com/@tabitha.whiting/greta-thunberg-i-promised-myself-i-was-going-to-do-everything-i-could-to-make-a-difference-cb6fade1904,Greta Thunberg was born in Sweden to her mother Malenda Ernman,,,
41,google,Greta Thunberg,Nobel Peace Prize 2019 favorites: Greta Thunberg,,,,,
42,google,Greta Thunberg,Voyage of Greta Thunberg - Wikipedia,https://en.wikipedia.org/wiki/Voyage_of_Greta_Thunberg,Climate activist Greta Thunberg sailed across the Atlantic Ocean in August 2019 to attend climate conferences in New York City and Chile. She sailed from ...,126000000,n/a,n/a
43,google,Greta Thunberg,"Greta Thunberg on Twitter: ""The last two days @tokata_ie and ...",https://twitter.com/GretaThunberg/status/1181724296328204288,The last two days @tokata_ie and I visited Takini School,,,
44,google,Greta Thunberg,Nobel Peace Prize 2019: Greta Thunberg among favorites to win,https://www.usatoday.com/story/news/world/2019/10/10/nobel-peace-prize-2019-greta-thunberg-among-favorites-win/3919704002/,The coveted prize is awarded annually to the person or organization who has done the most to promote world peace.,126000000,19 hours ago ,1570716208
45,google,Greta Thunberg,Greta Thunberg UN Speech Sampled by Fatboy Slim,https://theslot.jezebel.com/greta-thunbergs-un-speech-the-oontz-oontz-oontz-remix-1838940455,Greta Thunberg's powerful UN speech can now be enjoyed under the bright lights of a molly-induced splendor. Fatboy Slim,,,
46,google,Greta Thunberg,Kim Kardashian Praises Greta Thunberg - YouTube,https://www.youtube.com/watch?v=6fEjjI-9SbM,While at the World Congress on Information Technology summit in Armenia,,,
47,google,Greta Thunberg,Climate Activist Greta Thunberg's Mom Is a Pop Star: Watch ...,https://people.com/human-interest/greta-thunberg-mom-pop-star/,Greta Thunberg's mother Malena Ernman has a catchy Euro-pop bop under her belt.,126000000,3 days ago ,1570525409
48,google,Greta Thunberg,FridaysForFuture,https://www.fridaysforfuture.org/,FridaysForFuture. What is Fridays For Future? #FridaysforFuture is a peoples movement following the call from @GretaThunberg to school strike.,126000000,n/a,n/a
49,google,Greta Thunberg,Nature Now video with Greta Thunberg,https://www.conservation.org/video/nature-now-video-with-greta-thunberg,In a new short film,,,
50,google,Greta Thunberg,Greta Thunberg: School strike for climate - save the world by ...,https://www.ted.com/talks/greta_thunberg_school_strike_for_climate_save_the_world_by_changing_the_rules/transcript?language=en,TED Talk Subtitles and Transcript: Greta Thunberg realized at a young age the lapse in what several climate ...,126000000,n/a,n/a
51,google,Greta Thunberg,'Right here,,,,,
52,google,Greta Thunberg,A Nobel for Sweden's Greta Thunberg? A tough decision.,https://www.pri.org/stories/2019-10-10/nobel-swedens-greta-thunberg-tough-decision-prize-committee,Swedish teenager Greta Thunberg's shaming of world leaders and air travelers over climate change has won her millions of admirers and ...,126000000,18 hours ago ,1570719809
53,google,Greta Thunberg,Swedish teen activist Greta Thunberg headlines Denver event ...,https://www.9news.com/article/tech/science/environment/greta-thunberg-denver-friday-climate-change/73-757d7a83-7989-4ac6-b4e3-33890e474c96,DENVER — Climate activist Greta Thunberg will headline an event at Denver's Civic Center Park,,,
54,google,Greta Thunberg,Greta Thunberg - HuffPost,https://www.huffpost.com/topic/greta-thunberg,Greta Thunberg Just Sassed Putin With Her Classic Clapback Style. The climate activist is ... Teen Climate Activist Greta Thunberg Wins 'Alternative Nobel Prize'.,126000000,n/a,n/a
55,google,Greta Thunberg,Greta Thunberg - About | Facebook,https://www.facebook.com/gretathunbergsweden/about/,Greta Thunberg. 2434735 likes · 484805 talking about this. 16 year old climate and environmental activist with Asperger's #fridaysforfuture.,126000000,n/a,n/a
56,google,Greta Thunberg,Greta Thunberg's emotional speech to EU leaders - YouTube,https://www.youtube.com/watch?v=FWsM9-_zrKo,A sometimes tearful Greta Thunberg criticised EU leaders in Strasbourg for not taking the threat posed by ...,126000000,n/a,n/a
