result #,search engine,query,article title,article url,article description,total nr of results (best guess),,,
35,bing,Greta Thunberg,"The Left""s Abusive Use of Greta Thunberg - The Resurgent",https://theresurgent.com/2019/08/30/the-lefts-abusive-use-of-greta-thunberg/,Greta Thunberg was born in 2003. Her mother,,,,
36,bing,Greta Thunberg,Teen climate crusader Greta Thunberg completes carbon-free ...,https://www.foxnews.com/science/teen-climate-crusader-greta-thunberg-completes-carbon-free-voyage-by-yacht-from-europe-to-new-york-city,"Teenage climate activist Greta Thunberg arrived in New York City on Wenesday after a 15-day trip by yacht from England. ""The trip was surprisingly good; I did not feel seasick once",,,,
37,bing,Greta Thunberg,Climate activist Greta Thunberg,,,,,,
38,bing,Greta Thunberg,George Soros is backing Greta Thunberg | Free West Media,https://freewestmedia.com/2019/04/24/george-soros-is-backing-greta-thunberg/,Greta Thunberg is now 16-years old and the daughter of famous opera singer and left-liberal activist Marlena Ernman,,,,
39,bing,Greta Thunberg,Why Greta Thunberg can capture our attention on climate.,https://slate.com/technology/2019/09/greta-thunberg-climate-activism-scares-the-right-and-the-left.html,Swedish climate activist Greta Thunberg poses for a photograph on board the Malizia II sailing yacht in Plymouth,,,,
40,bing,Greta Thunberg,Greta Thunberg nominated for Nobel Peace Prize for climate ...,https://www.bbc.com/news/world-europe-47568227,Mar-14,,,,
41,bing,Greta Thunberg,The trouble with Greta Thunberg | Coffee House,https://blogs.spectator.co.uk/2019/04/the-trouble-with-greta-thurnberg/,Apr-23,,,,
42,bing,Greta Thunberg,Greta Thunberg,,,,,,
43,bing,Greta Thunberg,Greta Thunberg Bio,,,,2003, Greta Thunberg is a Swedish political activist who rose to fame for starting the first school strike for climate outside the Swedish parliament building. In December 2018," she addressed the United Nations Climate Change Conference and in January 2019 she was invited to talk to the World Economic Forum at Davos.""	7800000"
44,bing,Greta Thunberg,Greta Thunberg Articles - Breitbart,https://www.breitbart.com/tag/greta-thunberg/,Greta Thunberg joined a large crowd of young people skipping school in Iowa City,,,,
45,bing,Greta Thunberg,#GretaThunberg hashtag on Twitter,https://twitter.com/hashtag/GretaThunberg,Lisa Wilkinson Retweeted Greta Thunberg In a world full to bursting with Kardashian wannabes and bikini-clad “influencers” @ GretaThunberg is the role model for young girls we so desperately need....,7800000,,,
46,bing,Greta Thunberg,Who is Greta Thunberg and what does she have to say?,https://iknowwaste.com/greta-thunberg-climate-change-strike/,Dec-05,,,,
47,bing,Greta Thunberg,"Why Greta Thunberg doesn""t deserve a Nobel - spiked",https://www.spiked-online.com/2019/03/22/why-greta-thunberg-doesnt-deserve-a-nobel/,Greta Thunberg – the stern 16-year-old voice and face of the recent school climate-strike movement – has been nominated for the Nobel Peace Prize. Thunberg first made headlines when she ...,7800000,,,
48,bing,Greta Thunberg,"Greta Thunberg to US Congress on climate change: ""Wake up""",https://www.aljazeera.com/news/2019/09/greta-thunberg-congress-climate-change-wake-190918234408009.html,Sep-18,,,,
49,bing,Greta Thunberg,Fears Greta Thunberg is being manipulated on climate ...,https://www.thesun.co.uk/news/9756307/greta-thunberg-climate-change-fears-parents/,Aug-19,,,,
50,bing,Greta Thunberg,Greta Thunberg’s speech to UN secretary general António ...,https://medium.com/wedonthavetime/greta-thunberg-speech-to-un-secretary-general-ant%C3%B3nio-guterres-362175826548,Dec-03,,,,
51,bing,Greta Thunberg,Greta Thunberg’s ‘zero-carbon’ yacht trip won’t save ANY ...,https://www.thesun.co.uk/news/9739595/greta-thunbergs-carbon-free-yacht-trip-flights/,Aug-16,,,,
52,bing,Greta Thunberg,"George Soros is backing ""climate activist"" Greta Thunberg ...",https://www.europereloaded.com/george-soros-is-backing-climate-activist-greta-thunberg/,Greta Thunberg is now 16-years old and the daughter of famous opera singer and left-liberal activist Marlena Ernman (pictured above),,,,
53,bing,Greta Thunberg,Greta Thunberg Takes Senators To Task: You’re Not Trying ...,https://www.huffpost.com/entry/greta-thunberg-senate-democrats_n_5d81992de4b0849d47200657,Sep-18,,,,
54,bing,Greta Thunberg,Greta Thunberg is right: Autism is her superpower. Those ...,https://www.salon.com/2019/09/12/greta-thunberg-is-right-autism-is-her-superpower-those-who-mock-her-should-learn-from-her/,Sep-12,,,,
55,bing,Greta Thunberg,My name is Matilda Olofsson and I am Greta Thunberg’s arch ...,https://spectator.us/matilda-olofsson-greta-thunberg/,Apr-25,,,,
56,bing,Greta Thunberg,"""How dare you?"" Greta Thunberg asks world leaders at UN",https://www.msn.com/en-us/news/world/how-dare-you-greta-thunberg-asks-world-leaders-at-un/ar-AAHJbDp,Greta Thunberg,,,,
57,bing,Greta Thunberg,Who is Greta Thunberg? — Steemit,https://steemit.com/gretathunberg/@kiligirl/who-is-greta-thunberg,Greta Thunberg was born on 3 January 2003. Her mother is Swedish opera singer Malena Ernman and her father is actor Svante Thunberg,,,,
58,bing,Greta Thunberg,Greta Thunberg – Wikipedia,https://de.wikipedia.org/wiki/Greta_Thunberg,Greta Thunberg ist die ältere von zwei Töchtern der Opernsängerin Malena Ernman und des Schauspielers Svante Thunberg. Zu ihren Großeltern zählen die Schauspieler Olof Thunberg (* 1925) und Mona Andersson (* 1936). Nach einer depressiven Phase …,7800000,,,
59,bing,Greta Thunberg,Greta Thunberg Highest-Paid Activist in the World - Mediamass,https://en.mediamass.net/people/greta-thunberg/highest-paid.html,Oct-07,,,,
60,bing,Greta Thunberg,"Cramped and basic: Greta Thunberg""s voyage to New York",https://news.yahoo.com/cramped-basic-greta-thunbergs-voyage-york-163315047.html,Aug-13,,,,
61,bing,Greta Thunberg,Greta Thunberg Shuns Flights With Trans-Atlantic Sail ...,https://fortune.com/2019/08/15/greta-thunberg-sailing-climate-change-flight/,A single transatlantic flight could produce carbon emissions roughly equal to using a car for an entire year.,7800000,,,
62,bing,Greta Thunberg,COP24,,,,,,
63,bing,Greta Thunberg,"How green is Greta Thunberg""s transatlantic trip? | UK ...",https://news.sky.com/story/greta-thunberg-is-her-transatlantic-trip-really-that-green-11784480,Aug-14,,,,
64,bing,Greta Thunberg,Greta Thunberg - Wikipedia,https://en.wikipedia.org/wiki/Svante_Thunberg,Greta Thunberg was born on 3 January 2003 in Stockholm,,,,
65,bing,Greta Thunberg,"Greta Thunberg Will Sail On A ""Zero-Carbon"" Yacht Across ...",https://www.forbes.com/sites/davidebanis/2019/07/29/gretha-thunberg-will-sail-across-the-atlantic-to-attend-un-climate-conferences/,Jul-29,,,,
66,bing,Greta Thunberg,Greta Thunberg - Inspiring Others to Take a Stand Against ...,http://www.cc.com/video-clips/ed6ma7/the-daily-show-with-trevor-noah-greta-thunberg---inspiring-others-to-take-a-stand-against-climate-change---extended-interview,Greta Thunberg - Inspiring Others to Take a Stand Against Climate Change - Extended Interview Interview 9/11/2019 Climate activist Greta Thunberg talks about her decision to no longer travel by plane and describes how a lack of understanding of climate change is impacting the planet.,7800000,,,
67,bing,Greta Thunberg,Greta Thunberg’s Other Lesson Is About Compulsory School ...,https://www.bloomberg.com/opinion/articles/2019-06-18/greta-thunberg-s-other-lesson-is-about-compulsory-school,Jun-18,,,,
68,bing,Greta Thunberg,Greta Thunberg’s sailing won’t help the climate at all,https://www.washingtonexaminer.com/opinion/greta-thunbergs-sailing-wont-help-the-climate-at-all,Greta Thunberg,,,,
69,bing,Greta Thunberg,The Manufacturing of Greta Thunberg - wrongkindofgreen.org,http://www.wrongkindofgreen.org/2019/02/24/the-manufacturing-of-greta-thunberg-a-decade-of-social-manipulation-for-the-corporate-capture-of-nature-crescendo/,This is ACT VI of the six-part series: The Manufacturing of Greta Thunberg – for Consent: The Political Economy of the Non-Profit Industrial Complex . The final act of this series is dedicated to Greta Thunberg and the youth she has inspired across our fragile planet.,7800000,,,
70,bing,Greta Thunberg,Greta Thunberg to sail to New York climate summit in ...,https://www.climatechangenews.com/2019/07/29/greta-thunberg-sail-new-york-climate-summit-racing-yacht/,Jul-29,,,,
71,bing,Greta Thunberg,"Greta Thunberg: Climate activist says Asperger""s Syndrome ...",https://www.independent.co.uk/life-style/health-and-families/greta-thunberg-gift-asperger-syndrome-environment-strike-climate-change-radio-4-a8883056.html,Apr-23,,,,
72,bing,Greta Thunberg,"Greta Thunberg""s Best Quotes | Eco-Age",https://eco-age.com/news/greta-thunbergs-best-quotes,In just 12 months,,,,
73,bing,Greta Thunberg,If Greta Thunberg worries about end of the world,,,,,,
74,bing,Greta Thunberg,"Greta Thunberg Says ""Haters"" Attacking Her Asperger""s Have ...",https://www.ecowatch.com/greta-thunberg-aspergers-critics-2640172850.html,"Champions of Greta Thunberg — and the 16-year-old climate activist herself — hit back against malicious right-wing bullies over the weekend as she called her Asperger""s syndrome diagnosis a ""superpower"" and her defenders said there is but one reason that people attack the person who has galvanized the global climate strike movement ...",7800000,,,
75,bing,Greta Thunberg,Greta Thunberg Story - Bio,,,,,,
76,bing,Greta Thunberg,Greta Thunberg used her superpower of climate-shaming ...,https://www.vox.com/policy-and-politics/2019/9/17/20870760/greta-thunberg-climate-change-youth-strike-senate-democrats,Sep-17,,,,
77,bing,Greta Thunberg,Who is afraid of Greta Thunberg? | US & Canada | Al Jazeera,https://www.aljazeera.com/indepth/opinion/afraid-greta-thunberg-190901191445655.html,Swedish teen activist Greta Thunberg completed her trans-Atlantic crossing in order to attend a United Nations summit on climate change in New York on August 28 [Reuters/Andrew Kelly] It was,,,,
78,bing,Greta Thunberg,Greta Thunberg: Climate change activist interviewed by The ...,https://www.indy100.com/article/greta-thunberg-trevor-noah-climate-change-interview-watch-video-9106256,Sep-15,,,,
79,bing,Greta Thunberg,Greta Thunberg,,,,,,
80,bing,Greta Thunberg,Greta Thunberg Takes Climate Strike To Trump’s White House,https://www.huffpost.com/entry/greta-thunberg-white-house-climate-strike_n_5d7bd424e4b03b5fc882e14c,Sep-13,,,,
81,bing,Greta Thunberg,Greta Thunberg: How one teenager became the voice of the ...,https://www.wired.co.uk/article/greta-thunberg-climate-crisis,Jun-06,,,,
82,bing,Greta Thunberg,"You can track Greta Thunberg""s travels as she sails across ...",https://mashable.com/article/greta-thunberg-sail-ocean-climate/,Aug-14,,,,
83,bing,Greta Thunberg,"Greta Thunberg Tells Congress: ""We don""t want to be heard ...",https://www.newsweek.com/greta-thunberg-tells-congress-science-applause-1459858,Addressing a room of politicians and activists,,,,
84,bing,Greta Thunberg,Greta Thunberg – Wikipedia,https://fi.wikipedia.org/wiki/Greta_Thunberg,Greta Tintin Eleonora Ernman Thunberg (s.3. tammikuuta 2003 Tukholma,,,,
85,bing,Greta Thunberg,Greta Thunberg - Bio,,,,,,
86,bing,Greta Thunberg,Beware Greta Thunberg’s science fiction — the end of the ...,https://www.bostonglobe.com/opinion/2019/09/02/ignore-greta-thunberg-science-fiction-end-world-not-nigh/ercNfQ9axB3g10MODcCmbJ/story.html,The arrival of Greta Thunberg in New York on Thursday was one of many recent events that illustrate how rapidly modern environmentalism is degenerating into a millenarian cult.,7800000,,,
87,bing,Greta Thunberg,Greta Thunberg submits prominent global warming report to ...,https://thehill.com/policy/energy-environment/461846-climate-activist-greta-thunberg-submits-global-warming-report-to,"Climate activist Greta Thunberg on Tuesday submitted a prominent global warming report to Congress in place of prepared remarks ahead of her appearance at a House hearing. ""I have not come to ...",7800000,,,
88,bing,Greta Thunberg,"How teen Greta Thunberg shifted world""s gaze to climate change",https://www.nbcnews.com/news/world/how-teen-greta-thunberg-shifted-world-s-gaze-climate-change-n1043151,Aug-17,,,,
89,bing,Greta Thunberg,Greta Thunberg,,,,,,
90,bing,Greta Thunberg,Support Greta Thunberg - Home | Facebook,https://www.facebook.com/supportgretathunberg/,Support Greta Thunberg. 16K likes. This is page for supporting Greta against climate change,7800000,,,
91,bing,Greta Thunberg,Greta Thunberg Is the Climate Heroine We Need,https://www.thedailybeast.com/greta-thunberg-is-the-climate-heroine-we-need,Greta Thunberg Is the Climate Heroine We Need. Greta Thunberg was dying from depression and starvation when she had a nightmare about climate change that saved her life. It might just save all of us.,7800000,,,
92,bing,Greta Thunberg,Greta Thunberg Gifts & Merchandise | Redbubble,https://www.redbubble.com/shop/greta+thunberg,High quality Greta Thunberg inspired T-Shirts,,,,
93,bing,Greta Thunberg,5 things to know about climate activist Greta Thunberg ...,https://thehill.com/blogs/blog-briefing-room/news/461945-5-things-to-know-about-greta-thunberg,Sep-18,,,,
94,bing,Greta Thunberg,Greta Thunberg wraps up 15-day carbon-free voyage to New ...,https://www.theverge.com/2019/8/28/20837520/greta-thunberg-boat-new-york-city-climate-change,Aug-28,,,,
95,bing,Greta Thunberg,"Greta Thunberg masterfully pulls apart congressman""s ...",https://mashable.com/article/greta-thunberg-house-of-representatives-hearing/,Sep-18,,,,
96,bing,Greta Thunberg,Stop the Exploitation of Greta Thunberg | Intellectual Takeout,https://www.intellectualtakeout.org/article/stop-exploitation-greta-thunberg,Sep-11,,,,
97,bing,Greta Thunberg,"What""s Behind Greta Thunberg""s Rise To Fame? | Climate ...",https://climatechangedispatch.com/whats-behind-climate-change-activist-greta-thunbergs-remarkable-rise-to-fame/,Feb-13,,,,
98,bing,Greta Thunberg,"Greta Thunberg is an ""ignorant brainwashed child"" says ...",https://metro.co.uk/2019/04/25/greta-thunberg-ignorant-brainwashed-child-abused-adults-says-corbyns-brother-9315481/,Apr-25,,,,
99,bing,Greta Thunberg,7 Inspiring Greta Thunberg Quotes Perfect for Your Climate ...,https://www.teenvogue.com/story/inspiring-greta-thunberg-quotes-climate-strike-protest,Sep-16,,,,
100,bing,Greta Thunberg,Astrology and natal chart of Greta Thunberg,,,,,,
