result #,search engine,query,article title,article url,article description,total nr of results (best guess),
14,duckduckgo,Greta Thunberg,Greta Thunberg - IMDb,https://www.imdb.com/name/nm10361418/,Greta Thunberg was born on January 3,,
15,duckduckgo,Greta Thunberg,Greta Thunberg: 16-year-old climate activist inspired international ...,https://www.bbc.co.uk/newsround/47467038,At just 16 years old,,
17,duckduckgo,Greta Thunberg,Greta Thunberg - Wikipedia,https://sv.wikipedia.org/wiki/Greta_Thunberg,Greta Thunberg har också uppmanat vuxenvärlden att stå upp bakom forskningen,,
18,duckduckgo,Greta Thunberg,Greta Thunberg - latest news,,,,
20,duckduckgo,Greta Thunberg,Greta Thunberg - Wikipedia,,,,
21,duckduckgo,Greta Thunberg,Greta Thunberg: heldin voor de ene,,,,
22,duckduckgo,Greta Thunberg,Greta Thunberg,,,,
26,duckduckgo,Greta Thunberg,Greta Thunberg: The disarming case to act right now on climate change ...,https://www.ted.com/talks/greta_thunberg_the_disarming_case_to_act_right_now_on_climate,In this passionate call to action,,
27,duckduckgo,Greta Thunberg,Greta Thunberg - Wikipédia,,,,
28,duckduckgo,Greta Thunberg,Greta Thunbergová - Wikipedie,https://cs.wikipedia.org/wiki/Greta_Thunberg,Greta Tintin Eleonora Ernman Thunbergová,,
29,duckduckgo,Greta Thunberg,Greta Thunberg - Wikipedia,https://no.wikipedia.org/wiki/Greta_Thunberg,Greta Tintin Eleonora Ernman Thunberg (født 3. januar 2003 i Stockholm) er en svensk klimaaktivist og skoleelev som ble kjent i august 2018 da hun satt utenfor ...,150,
30,duckduckgo,Greta Thunberg,Greta Thunberg | Environment | The Guardian,https://www.theguardian.com/environment/greta-thunberg,Greta Thunberg hit back at critics including Donald Trump on Friday before she marched in a climate strike in Montreal,,
31,duckduckgo,Greta Thunberg,Greta Thunberg Age,,,," is a Swedish actor.""	150"
32,duckduckgo,Greta Thunberg,Greta Thunberg,,,,
33,duckduckgo,Greta Thunberg,Greta Thunberg - BBC News,https://www.bbc.com/news/topics/cwmrxq94v1jt/greta-thunberg,Two former youth campaigners talk to us about their activism and Greta Thunberg. Many people will have heard the speech given by the young climate change activist,,
34,duckduckgo,Greta Thunberg,Self-Harm Versus the Greater Good: Greta Thunberg and Child Activism ...,https://quillette.com/2019/04/23/self-harm-versus-the-greater-good-greta-thunberg-and-child-activism/,Consequently,,
35,duckduckgo,Greta Thunberg,The problem with Greta Thunberg&#x27;s sea crossings - spectator.us,https://spectator.us/problem-greta-thunberg-sea-crossings/,Thunberg and her family may argue that Greta&#x27;s presence at these conferences will inspire others to become more climate-friendly but the fact is that without Thunberg&#x27;s celebrity,,
37,duckduckgo,Greta Thunberg,Greta Thunberg - De Standaard,https://www.standaard.be/tag/greta-thunberg,Greta Thunberg krijgt overal waar ze komt enorm veel aandacht,,
38,duckduckgo,Greta Thunberg,Greta Thunberg - Het Nieuwsblad,https://www.nieuwsblad.be/tag/greta-thunberg,Zowel Greta Thunberg als Donald Trump is genomineerd voor de Nobelprijs voor de Vrede. Volgens bookmakers maakt Thunberg grote kans,,
39,duckduckgo,Greta Thunberg,Greta Thunberg - Wikipedia,https://no.wikipedia.org/wiki/Greta_Thunberg,Greta Tintin Eleonora Ernman Thunberg (født 3. januar 2003 i Stockholm) er en svensk klimaaktivist og skoleelev som ble kjent i august 2018 da hun satt utenfor ...,150,
40,duckduckgo,Greta Thunberg,Greta Thunberg | Steckbrief,,,,
41,duckduckgo,Greta Thunberg,De dochter,,,,
42,duckduckgo,Greta Thunberg,FridaysForFuture,https://www.fridaysforfuture.org/,Greta requests that people strike infront of their closest town hall,,
43,duckduckgo,Greta Thunberg,Greta Thunberg - Wikipedia,https://fi.wikipedia.org/wiki/Greta_Thunberg,Greta Tintin Eleonora Ernman Thunberg (s. 3. tammikuuta 2003 Tukholma,,
44,duckduckgo,Greta Thunberg,Greta Thunberg is niet de Messias - Climategate,https://www.climategate.nl/2019/09/greta-thunberg-is-niet-de-messias/,Waarom vertoont Greta Thunberg zo&#x27;n vreemd gedrag? Waarom doet zij zo paniekerig? Waarom vreest zij dat het einde der tijden nabij is? In een empathische analyse over haar gedrag trachtte de Australische TV-commentator,,
47,duckduckgo,Greta Thunberg,Greta Thunberg: How one teenager became the voice of the planet | WIRED UK,https://www.wired.co.uk/article/greta-thunberg-climate-crisis,When Greta Thunberg first downloaded Instagram in June 2018,,
49,duckduckgo,Greta Thunberg,Greta Thunberg - Wikiquote,https://en.wikiquote.org/wiki/Greta_Thunberg,Naomi Klein in Greta Thunberg on the Climate Fight: If We Can Save the Banks,,
53,duckduckgo,Greta Thunberg,George Soros is backing Greta Thunberg | Free West Media,http://freewestmedia.com/2019/04/24/george-soros-is-backing-greta-thunberg/,Greta Thunberg has become world renowned because of her fight against climate change and lower temperatures on Earth. It all started in 2018 when she began a school strike on her own,,
54,duckduckgo,Greta Thunberg,Why is Greta Thunberg so triggering for certain men?,https://www.irishtimes.com/life-and-style/people/why-is-greta-thunberg-so-triggering-for-certain-men-1.4002264,Why is Greta Thunberg so triggering? How can a 16-year-old girl in plaits,,
55,duckduckgo,Greta Thunberg,Greta Thunberg destroys Republican congressman Garret Graves&#x27;s argument ...,https://www.indy100.com/article/greta-thunberg-garret-graves-climate-change-ocean-pollution-congress-9111681,Greta Thunberg destroyed a Republican&#x27;s argument against climate action in just 56 seconds. Posted Thursday 19 September 2019 10:45 by Sirena Bergman in news.,150,
56,duckduckgo,Greta Thunberg,Greta Thunberg arrives in New York after 15-day yacht journey - CNN,https://www.cnn.com/2019/08/28/us/greta-thunberg-new-york-landfall-scli-intl/index.html,Aug-28,,
57,duckduckgo,Greta Thunberg,Why Greta Thunberg doesn&#x27;t deserve a Nobel - spiked,https://www.spiked-online.com/2019/03/22/why-greta-thunberg-doesnt-deserve-a-nobel/,Greta Thunberg - the stern 16-year-old voice and face of the recent school climate-strike movement - has been nominated for the Nobel Peace Prize. Thunberg first made headlines when she skipped school on 20 August last year in her hometown in Sweden to protest outside parliament,,
58,duckduckgo,Greta Thunberg,A Fox News guest called Greta Thunberg &#x27;mentally ill.&#x27; The network ...,https://www.msn.com/en-us/news/us/a-fox-news-guest-called-greta-thunberg-mentally-ill-the-network-apologized-for-the-disgraceful-comment/ar-AAHLGSH,The 16-year-old Swedish climate activist Greta Thunberg crossed the Atlantic via racing yacht instead of flying by plane to join protests and a United Nations summit in the United States. (Pictured) Greta Thunberg,,
59,duckduckgo,Greta Thunberg,Climate Activist Greta Thunberg and &quot;The Greta Effect&quot;,https://interestingengineering.com/swedish-climate-activist-greta-thunberg-and-the-greta-thunberg-effect,The &quot;Greta Thunberg Effect&quot; On March 13,,
60,duckduckgo,Greta Thunberg,Greta Thunberg - Wikipedia,https://it.m.wikipedia.org/wiki/Greta_Thunberg,Greta Tintin Eleonora Ernman Thunberg (IPA: [ˈgreːta ˈtʉːnˌbærj]; Stoccolma,,
61,duckduckgo,Greta Thunberg,Greta Thunberg - Posts | Facebook,https://www.facebook.com/pg/gretathunbergsweden/posts/,Greta Thunberg. 2,,
63,duckduckgo,Greta Thunberg,Let them sail yachts: Why Greta Thunberg and the environmental elite ...,https://www.rt.com/news/465501-greta-thunberg-hates-you/,Swedish climate activist Greta Thunberg will sail across the Atlantic by boat to attend two climate conferences. But the teenager&#x27;s carbon-neutral odyssey reveals the disregard - even contempt - the elite have for the rest of us.,150,
65,duckduckgo,Greta Thunberg,Greta Thunberg - Simple English Wikipedia,,,,
66,duckduckgo,Greta Thunberg,Greta Thunberg: 5 Fast Facts You Need to Know | Heavy.com,https://heavy.com/news/2018/12/greta-thunberg/,Greta Thunberg is a Swedish climate activist. In Poland last week at the COP24 climate talks,,
67,duckduckgo,Greta Thunberg,Greta Thunberg&#x27;s Best Quotes | Eco-Age,https://eco-age.com/news/greta-thunbergs-best-quotes,In just 12 months,,
68,duckduckgo,Greta Thunberg,The cult of Greta Thunberg - spiked-online.com,https://www.spiked-online.com/2019/04/22/the-cult-of-greta-thunberg/,Anyone who doubts that the green movement is morphing into a millenarian cult should take a close look at Greta Thunberg. This poor young woman increasingly looks and sounds like a cult member. The monotone voice. The look of apocalyptic dread in her eyes. The explicit talk of the coming great &#x27;fire&#x27; that will punish us for our eco-sins.,150,
69,duckduckgo,Greta Thunberg,Teen Activist Greta Thunberg on the Climate Change Fight,https://time.com/collection-post/5584902/greta-thunberg-next-generation-leaders/,But nothing is impossible for Thunberg,,
70,duckduckgo,Greta Thunberg,Gehaat,,,,
71,duckduckgo,Greta Thunberg,Greta Thunberg will sail across the Atlantic on a zero-emissions yacht ...,https://www.cnn.com/2019/07/29/europe/greta-thunberg-sailboat-scli-intl/index.html,Jul-29,,
72,duckduckgo,Greta Thunberg,Greta Thunberg T-Shirts | Redbubble,https://www.redbubble.com/shop/greta+thunberg+t-shirts,High quality Greta Thunberg inspired T-Shirts by independent artists and designers from around the world.All orders are custom made and most ship worldwide within 24 ...,150,
73,duckduckgo,Greta Thunberg,Greta Thunberg — Wikipédia,https://fr.m.wikipedia.org/wiki/Greta_Thunberg,Greta Thunberg /² ɡ r e ː t a ² t ʉ ː n b æ r j / [a] Écouter,,
74,duckduckgo,Greta Thunberg,Greta Thunberg faces a storm of criticism in her sailing journey to ...,https://www.washingtonpost.com/world/2019/08/15/swedish-climate-activist-greta-thunberg-is-sailing-america-amid-storm-criticism/,Aug-15,,
75,duckduckgo,Greta Thunberg,Greta Thunberg Is on the 2019 TIME 100 List | Time.com,https://time.com/collection/100-most-influential-people-2019/5567758/greta-thunberg/,Greta Thunberg saw her power in us,,
76,duckduckgo,Greta Thunberg,Greta Thunberg Gifts &amp; Merchandise | Redbubble,https://www.redbubble.com/shop/greta+thunberg,High quality Greta Thunberg inspired T-Shirts,,
77,duckduckgo,Greta Thunberg,Transcript: Greta Thunberg&#x27;s Speech At The U.N. Climate Action Summit : NPR,https://www.npr.org/2019/09/23/763452863/transcript-greta-thunbergs-speech-at-the-u-n-climate-action-summit,Sep-23,,
78,duckduckgo,Greta Thunberg,Greta Thunberg Delivers Powerful Climate Speech At The UN,https://www.buzzfeednews.com/article/ellievhall/greta-thunberg-un-speech-trump-glare,Climate activist Greta Thunberg accused world leaders of failing her generation in a powerful,,
79,duckduckgo,Greta Thunberg,The Manufacturing of Greta Thunberg - wrongkindofgreen.org,http://www.wrongkindofgreen.org/2019/01/17/the-manufacturing-of-greta-thunberg-for-consent-the-political-economy-of-the-non-profit-industrial-complex/,&quot;The Manufacturing of Greta Thunberg For Consent,,
80,duckduckgo,Greta Thunberg,Overleg:Greta Thunberg - Wikipedia,https://nl.wikipedia.org/wiki/Overleg:Greta_Thunberg,Greta Thunberg is in de pers vooral bekend om haar scherpe uitspraken. Het citeren daarvan heeft m.i. dan ook een uitgesproken informatieve waarde voor wp,,
81,duckduckgo,Greta Thunberg,Greta Thunberg,,,," they accept it as fact.""	150"
82,duckduckgo,Greta Thunberg,Greta Thunberg Highest-Paid Activist in the World - Mediamass,https://en.mediamass.net/people/greta-thunberg/highest-paid.html,It&#x27;s been a rough year for the activist,,
83,duckduckgo,Greta Thunberg,Greta Thunberg Quotes,https://www.quotes.net/authors/Greta+Thunberg,Greta Thunberg. Greta Thunberg (born 3 January 2003) is a Swedish climate activist. She is known for striking outside the Swedish parliament building to raise climate change activism. Update this biography » Complete biography of Greta Thunberg »,150,
84,duckduckgo,Greta Thunberg,Greta Thunberg to lead youth climate strike in 150 countries on Friday ...,https://www.vox.com/2019/9/17/20864740/greta-thunberg-youth-climate-strike-fridays-future,&quot;I look forward to welcoming young leaders like Greta Thunberg,,
85,duckduckgo,Greta Thunberg,&#x27;How dare you&#x27;: Greta Thunberg tears into world leaders over inaction ...,https://news.yahoo.com/greta-thunberg-un-climate-speech-how-dare-you-151148559.html,[Greta Thunberg overshadows Trump at U.N. General Assembly] President Trump,,
86,duckduckgo,Greta Thunberg,This Greta Thunberg thing is child abuse,https://www.washingtonexaminer.com/opinion/this-greta-thunberg-thing-is-child-abuse,Adolescent climate change protester Greta Thunberg has stage parents,,
87,duckduckgo,Greta Thunberg,Greta Thunberg | HLN,https://www.hln.be/tag/greta-thunberg,Greta Thunberg verklaart haar woeste blik toen Trump binnenwandelde: &quot;Ik was in shock&quot; Als blikken konden doden,,
89,duckduckgo,Greta Thunberg,Greta Thunberg - Wikipédia,https://hu.wikipedia.org/wiki/Greta_Thunberg,Greta Thunberg (2003. január 3. -) svéd diáklány,,
90,duckduckgo,Greta Thunberg,Greta Thunberg has collected funds for Antifa-supporting organisation ...,https://voiceofeurope.com/2019/07/greta-thunberg-has-collected-funds-for-antifa-supporting-organisation/,The Swedish climate oracle,,
91,duckduckgo,Greta Thunberg,Greta Thunberg Is Coming to Speak at the U.N. — by Sailboat,https://www.thecut.com/2019/07/greta-thunberg-sailboat-atlantic-ocean.html,— Greta Thunberg (@GretaThunberg) July 29,,
92,duckduckgo,Greta Thunberg,Greta Thunberg&#x27;s zero carbon journey: &#x27;I might feel a bit seasick ...,https://www.bbc.co.uk/news/av/science-environment-49331885/greta-thunberg-s-zero-carbon-journey-i-might-feel-a-bit-seasick,Climate change activist Greta Thunberg will spend two weeks travelling across the North Atlantic on a boat with no toilets,,
93,duckduckgo,Greta Thunberg,Greta Thunberg to sail to New York climate summit in racing yacht,https://www.climatechangenews.com/2019/07/29/greta-thunberg-sail-new-york-climate-summit-racing-yacht/,Greta Thunberg will sail across the Atlantic in the middle of hurricane season next month,,
94,duckduckgo,Greta Thunberg,Greta Thunberg: Why I began the climate protests that are going global ...,https://www.newscientist.com/article/mg24132213-400-greta-thunberg-why-i-began-the-climate-protests-that-are-going-global/,The roots of this phenomenon run back to Greta Thunberg,,
95,duckduckgo,Greta Thunberg,Greta Thunberg - SPIEGEL ONLINE,https://www.spiegel.de/thema/greta_thunberg/,Greta Thunberg nahm an diesem Freitag an einem Klimastreik in Kanada teil. Die Aktivistin war aber auch bei den Massen-Demos der „Fridays for Future&quot;-Bewegung in Neuseeland,,
96,duckduckgo,Greta Thunberg,Greta Thunberg&#x27;s &#x27;zero-carbon&#x27; yacht trip won&#x27;t save ANY emissions as a ...,https://www.thesun.co.uk/news/9739595/greta-thunbergs-carbon-free-yacht-trip-flights/,GRETA Thunberg&#x27;s high-profile &quot;eco&quot; crossing of the Atlantic hit choppy waters tonight when it was revealed a crew will have to FLY to New York to bring her boat back. The Swedish climate activist,,
97,duckduckgo,Greta Thunberg,Greta Thunberg: Climate change activist interviewed by The Daily Show&#x27;s ...,https://www.indy100.com/article/greta-thunberg-trevor-noah-climate-change-interview-watch-video-9106256,Climate change activist,,
98,duckduckgo,Greta Thunberg,Greta Thunberg - Wikipedia,,,,
99,duckduckgo,Greta Thunberg,Greta Thunberg nominated for Nobel Peace Prize for climate activism ...,https://www.bbc.com/news/world-europe-47568227,Greta Thunberg,,
100,duckduckgo,Greta Thunberg,Greta Thunberg GIFs - Find &amp; Share on GIPHY,https://giphy.com/search/greta-thunberg/,Find GIFs with the latest and newest hashtags! Search,,
101,duckduckgo,Greta Thunberg,Greta Thunberg,,,,
103,duckduckgo,Greta Thunberg,Krijgt Nederland zijn eigen Greta Thunberg? | Trouw,https://www.trouw.nl/duurzaamheid-natuur/krijgt-nederland-zijn-eigen-greta-thunberg~b6b1a8986/,Ben jij de Nederlandse Greta Thunberg? &quot;Nee,,
104,duckduckgo,Greta Thunberg,Marc Morano: Greta Thunberg spouts nonsense,,,,
105,duckduckgo,Greta Thunberg,Greta Thunberg Changes Twitter Bio After Trump Troll,https://www.buzzfeednews.com/article/clarissajanlim/greta-thunberg-twitter-bio-trump,It&#x27;s been a big week for Greta Thunberg: The 16-year-old Swedish activist led the climate march in New York City,,
106,duckduckgo,Greta Thunberg,No,,,,
107,duckduckgo,Greta Thunberg,Greta Thunberg - Startseite | Facebook,https://de-de.facebook.com/gretathunbergsweden/,Greta Thunberg. Gefällt 2.440.214 Mal · 350.552 Personen sprechen darüber. 16 year old climate and environmental activist with Asperger&#x27;s #fridaysforfuture,150,
108,duckduckgo,Greta Thunberg,Greta Thunberg&#x27;s Transatlantic Sailing Trip Is Seriously Carbon-Neutral ...,https://cleantechnica.com/2019/08/22/greta-thunbergs-transatlantic-sailing-trip-is-seriously-carbon-neutral/,UN Secretary-General António Guterres meets with Greta Thunberg,,
110,duckduckgo,Greta Thunberg,How green is Greta Thunberg&#x27;s transatlantic trip? | UK News | Sky News,https://news.sky.com/story/greta-thunberg-is-her-transatlantic-trip-really-that-green-11784480,Greta Thunberg has set sail for New York,,
111,duckduckgo,Greta Thunberg,Greta Thunberg Covers British Vogue&#x27;s September 2019 Issue - vogue.co.uk,https://www.vogue.co.uk/article/greta-thunberg-vogue-september-2019-issue-cover,Her face,,
112,duckduckgo,Greta Thunberg,Greta Thunberg: The teenage eco-activist who took the world by storm ...,https://www.dw.com/en/greta-thunberg-the-teenage-eco-activist-who-took-the-world-by-storm/a-50018055,Greta Thunberg: The teenage eco-activist who took the world by storm Now the teenage activist is set to sail across the Atlantic in a climate-neutral yacht. The morning of August 20,,
114,duckduckgo,Greta Thunberg,Greta Thunberg: aktuelle News &amp; Infos - t-online.de,https://www.t-online.de/themen/greta-thunberg,Greta Thunberg will ihre Klima-Revolution nach Amerika exportieren - doch in Washington ist das kurz vor dem weltweiten Protesttag viel schwerer als in Europa.,150,
115,duckduckgo,Greta Thunberg,Greta Thunberg is an &#x27;ignorant brainwashed child being abused by adults ...,https://metro.co.uk/2019/04/25/greta-thunberg-ignorant-brainwashed-child-abused-adults-says-corbyns-brother-9315481/,Schoolgirl environmental activist Greta Thunberg has been described as suffering &#x27;mental abuse by manipulative adults&#x27; by Jeremy Corbyn&#x27;s brother. Piers Corbyn,,
116,duckduckgo,Greta Thunberg,The cult of Greta Thunberg | Watts Up With That?,https://wattsupwiththat.com/2019/04/22/the-cult-of-greta-thunberg/,Greta Thunberg in front of the Swedish parliament in Stockholm,,
118,duckduckgo,Greta Thunberg,Greta Thunberg Articles - Breitbart,https://www.breitbart.com/tag/greta-thunberg/,Greta Thunberg joined a large crowd of young people skipping school in Iowa City,,
119,duckduckgo,Greta Thunberg,Greta Thunberg attacks world leaders for failing her generation as she ...,https://www.telegraph.co.uk/news/2019/09/23/greta-thunberg-attacks-world-leaders-failing-generation-files/,Sep-23,,
120,duckduckgo,Greta Thunberg,Greta Thunberg,,,," youth-led protests of the last week.""	150"
122,duckduckgo,Greta Thunberg,The problem with Greta Thunberg&#x27;s sea crossings - blogs.spectator.co.uk,https://blogs.spectator.co.uk/2019/08/the-problem-with-greta-thunbergs-sea-crossings/,Thunberg and her family may argue that Greta&#x27;s presence at these conferences will inspire others to become more climate-friendly but the fact is that without Thunberg&#x27;s celebrity,,
123,duckduckgo,Greta Thunberg,If Greta Thunberg worries about end of the world,,,,
