result #,search engine,query,article title,article url,article description,total nr of results (best guess),date,timestamp
0,google,Boris Johnson,Boris Johnson - Wikipedia,https://en.wikipedia.org/wiki/Boris_Johnson,Alexander Boris de Pfeffel Johnson (/ˈfɛfəl/; born 19 June 1964) is a British politician,,,
1,google,Boris Johnson,Boris Johnson | Politics | The Guardian,https://www.theguardian.com/politics/boris-johnson,Boris Johnson and Leo Varadkar say they 'see pathway' to Brexit deal. Published: 2:51 ... Boris Johnson cowardly for avoiding critics in Liverpool,,,
2,google,Boris Johnson,Brexit: Varadkar says new agreement 'possible' by end of ...,https://www.theguardian.com/politics/live/2019/oct/10/brexit-latest-news-boris-johnson-varadkar-corbyn-no-deal-would-put-lives-at-risk-says-former-chief-medical-officer-live-news,- Boris Johnson and Leo Varadkar “agreed they could see a pathway to a possible deal” during talks in Liverpool over the Brexit deadlock. - Varadkar says a new Brexit treaty agreement is “possible” by the end of October. - Chris Williamson loses a,335000000,11 hours ago ,1570745556
3,google,Boris Johnson,Boris Johnson and Leo Varadkar say they 'see pathway' to ...,https://www.theguardian.com/politics/2019/oct/10/boris-johnson-and-leo-varadkar-say-they-see-pathway-to-brexit-deal,Boris Johnson and Leo Varadkar have agreed there is a “pathway to a possible Brexit deal”,,,
4,google,Boris Johnson,Boris Johnson - Home | Facebook,https://www.facebook.com/borisjohnson/,Boris Johnson. 729K likes. Member of Parliament for Uxbridge and South Ruislip.,335000000,n/a,n/a
5,google,Boris Johnson,Boris Johnson - latest news,,,,,
6,google,Boris Johnson,Boris Johnson news live: Latest updates as EU to give new ...,https://www.independent.co.uk/news/uk/politics/boris-johnson-news-live-today-brexit-latest-deadline-proposal-eu-conservatives-a9151601.html,Boris Johnson news - live: EU to give verdict on new deal 'pathway' amid reports Tories have seen polling showing October 31 Brexit is 'do or ...,335000000,43 mins ago ,1570782576
7,google,Boris Johnson,Boris Johnson - BBC News,https://www.bbc.co.uk/news/topics/c8nq32jw8r1t/boris-johnson,All the latest news about Boris Johnson from the BBC.,335000000,n/a,n/a
8,google,Boris Johnson,Rt Hon Boris Johnson MP - UK Parliament,https://www.parliament.uk/biographies/commons/boris-johnson/1423,We are developing a new set of Member information pages. Try them by visiting the new version of this page. Contact Details. Rt Hon Boris Johnson MP ...,335000000,n/a,n/a
9,google,Boris Johnson,Boris Johnson MP - Latest news & opinion on the Prime ...,https://www.mirror.co.uk/all-about/boris-johnson,Read the latest news,,,
10,google,Boris Johnson,Boris Johnson - The Latest News from the UK and Around the ...,https://news.sky.com/topic/boris-johnson-5853,EU decision on Brexit deal could happen by 'end of the week'. Jennifer Arcuri and Boris Johnson pictured together in 2013 ...,335000000,n/a,n/a
11,google,Boris Johnson,Boris Johnson - The New York Times,https://www.nytimes.com/topic/person/boris-johnson,News about Boris Johnson. Commentary and archival information about Boris Johnson from The New York Times.,335000000,n/a,n/a
12,google,Boris Johnson,Boris Johnson | Financial Times,https://www.ft.com/topics/people/Boris_Johnson,Boris Johnson and Leo Varadkar hint that something big is about to happen. Save. October 10 2019 ... Johnson and Varadkar see 'pathway' to a Brexit deal.,335000000,n/a,n/a
13,google,Boris Johnson,Boris Johnson - All the latest news and updates- The Sun,https://www.thesun.co.uk/who/boris-johnson/,Latest news,,,
14,google,Boris Johnson,The Boris Johnson archive - The Telegraph,https://www.telegraph.co.uk/boris-johnson-archive/,Boris Johnson has taken on many topics in his regular Telegraph column which readers have loved over the years. Now he has taken up residence in Number ...,335000000,n/a,n/a
15,google,Boris Johnson,Boris Johnson - The Telegraph,https://www.telegraph.co.uk/boris-johnson/,Boris Johnson cannot get a majority unless he delivers Brexit on October 31,,,
16,google,Boris Johnson,The Rt Hon Boris Johnson MP - GOV.UK,https://www.gov.uk/government/people/boris-johnson,Boris Johnson became Prime Minister on 24 July 2019. He was previously Foreign Secretary from 13 July 2016 to 9 July 2018. He was elected Conservative MP ...,335000000,n/a,n/a
17,google,Boris Johnson,Boris Johnson | The Times & The Sunday Times,https://www.thetimes.co.uk/topic/boris-johnson,Discover expert Boris Johnson articles from The Times and The Sunday Times.,335000000,Results 1 - 20 of 4902 ,n/a
18,google,Boris Johnson,Boris Johnson News – the latest from Al Jazeera,https://www.aljazeera.com/topics/people/boris-johnson.html,Get today's news on Boris Johnson: current events,,,
19,google,Boris Johnson,Boris Johnson | Fox News,https://www.foxnews.com/category/person/boris-johnson,Boris Johnson is a British politician and journalist who has been a Member of Parliament on two occasions,,,
20,google,Boris Johnson,Boris Johnson | Biography,,,,,
21,google,Boris Johnson,Brexit: Boris Johnson and Leo Varadkar 'can see pathway to a ...,https://www.bbc.com/news/uk-politics-49995133,"Prime Minister Boris Johnson and his Irish counterpart Leo Varadkar agree they can ""see a pathway to a possible deal"" after talks",,,
22,google,Boris Johnson,Boris Johnson - ITV News,https://www.itv.com/news/topic/boris-johnson/,Get all the latest,,,
23,google,Boris Johnson,Any Brexit triumph for Boris Johnson could soon turn into a ...,https://www.mirror.co.uk/news/politics/any-brexit-triumph-boris-johnson-20557891,If Boris Johnson can secure a Brexit deal he will need the support of Labour MPs to get it through Parliament. How will Jeremy Corbyn ...,335000000,1 hour ago ,1570781559
24,google,Boris Johnson,Boris Johnson - inews.co.uk,https://inews.co.uk/topic/boris-johnson,Read and watch the latest news,,,
25,google,Boris Johnson,boris johnson - HuffPost,https://www.huffpost.com/topic/boris-johnson,boris johnson.,335000000,n/a,n/a
26,google,Boris Johnson,Boris Johnson - Wikiquote,https://en.wikiquote.org/wiki/Boris_Johnson,Alexander Boris de Pfeffel Johnson (born 19 June 1964) is a British politician,,,
27,google,Boris Johnson,Boris Johnson | The Irish Times,https://www.irishtimes.com/topics/topics-7.1213540?article=true&tag_person=Boris+Johnson,Get up to date with the latest news and stories about the person Boris Johnson at The Irish Times. Breaking News at IrishTimes.com.,335000000,n/a,n/a
28,google,Boris Johnson,Boris Johnson News: Latest UK Prime Minister Updates | Daily ...,https://www.dailymail.co.uk/news/boris_johnson/index.html,Latest Boris Johnson news on the UK Prime Minister and his no deal Brexit plans plus more on Conservative Party leader's girlfriend Carrie Symonds.,335000000,n/a,n/a
29,google,Boris Johnson,Boris Johnson popularity & fame | YouGov,https://yougov.co.uk/topics/politics/explore/public_figure/Boris_Johnson,Boris Johnson is the most popular Conservative politician and the most famous. Boris Johnson is described by fans as: Conservative,,,
30,google,Boris Johnson,Boris Johnson popularity & fame | YouGov,https://yougov.co.uk/opi/browse/Boris_Johnson,Boris Johnson is the most popular Conservative politician and the most famous. Boris Johnson is described by fans as: Conservative,,,
31,google,Boris Johnson,Boris Johnson | US News,https://www.usnews.com/topics/people/johnson-boris,US News is a recognized leader in college,,,
32,google,Boris Johnson,Boris Johnson - POLITICO,https://www.politico.eu/person/boris-johnson/,A member of Theresa May's negotiating team sets out what each side would need to give in order to get to an agreement between the UK and the EU.,335000000,n/a,n/a
33,google,Boris Johnson,Boris Johnson - Newsweek,https://www.newsweek.com/topic/boris-johnson,"""I think he was asking a question",,,
34,google,Boris Johnson,Boris Johnson latest news,,,,,
35,google,Boris Johnson,boris johnson - Mashable,https://mashable.com/category/boris-johnson/,The latest articles about boris johnson from Mashable,,,
36,google,Boris Johnson,Boris: The Rise of Boris Johnson - Wikipedia,https://en.wikipedia.org/wiki/Boris:_The_Rise_of_Boris_Johnson,Boris: The Rise of Boris Johnson (2006) is a biography of Boris Johnson by Andrew Gimson,,,
