result #,search engine,query,article title,article url,article description,total nr of results (best guess),date,timestamp
0,google,Boris Johnson,Boris Johnson - Wikipedia,https://en.wikipedia.org/wiki/Boris_Johnson,Alexander Boris de Pfeffel Johnson (/ˈfɛfəl/; born 19 June 1964) is a British politician,,,
1,google,Boris Johnson,Boris Johnson | Politics | The Guardian,https://www.theguardian.com/politics/boris-johnson,Boris Johnson's mother exits Parkinson's campaign after No 10 intervention. Published: ... Boris Johnson and Leo Varadkar say they 'see pathway' to Brexit deal.,280000000,n/a,n/a
2,google,Boris Johnson,Boris Johnson to press EU leaders over Brexit deal – report ...,https://www.theguardian.com/politics/2019/oct/13/boris-johnson-to-press-eu-leaders-over-brexit-deal-report,Boris Johnson will speak to the German chancellor,,,
3,google,Boris Johnson,Boris Johnson - latest news,,,,,
4,google,Boris Johnson,Boris Johnson - Home | Facebook,https://www.facebook.com/borisjohnson/,Boris Johnson. 730K likes. Member of Parliament for Uxbridge and South Ruislip.,280000000,n/a,n/a
5,google,Boris Johnson,Boris Johnson makes desperate plea to EU amid DUP and ...,https://www.dailymail.co.uk/news/article-7567505/Boris-Johnson-makes-desperate-plea-EU-amid-DUP-Tory-revolt.html,Boris Johnson is pleading with EU leaders to help him 'finish off ' Brexit as a backlash from Tory hardliners and the DUP threatens to derail his ...,280000000,5 hours ago ,1570948227
6,google,Boris Johnson,Boris Johnson - BBC News,https://www.bbc.co.uk/news/topics/c8nq32jw8r1t/boris-johnson,All the latest news about Boris Johnson from the BBC.,280000000,n/a,n/a
7,google,Boris Johnson,Brexit: Boris Johnson to update cabinet on deal talks - BBC ...,https://www.bbc.com/news/uk-politics-50032500,Boris Johnson will update the cabinet later,,,
8,google,Boris Johnson,Johnson,,,,,
9,google,Boris Johnson,Rt Hon Boris Johnson MP - UK Parliament,https://www.parliament.uk/biographies/commons/boris-johnson/1423,Rt Hon Boris Johnson MP. Parliamentary. House of Commons,,,
10,google,Boris Johnson,Boris Johnson - All the latest news and updates- The Sun,https://www.thesun.co.uk/who/boris-johnson/,Latest news,,,
11,google,Boris Johnson,Boris Johnson - The Latest News from the UK and Around the ...,https://news.sky.com/topic/boris-johnson-5853,Boris Johnson and Angela Merkel spoke on the phone this morning ... French President Emmanuel Macron (R) welcomes Britain&amp;#39;s Prime Minister Boris ...,280000000,n/a,n/a
12,google,Boris Johnson,Boris Johnson | Financial Times,https://www.ft.com/topics/people/Boris_Johnson,UK aerospace warns of risk posed by Johnson's Brexit plan · PM wants to ... Boris Johnson and Leo Varadkar hint that something big is about to happen. Save.,280000000,n/a,n/a
13,google,Boris Johnson,Boris Johnson | The Times & The Sunday Times,https://www.thetimes.co.uk/topic/boris-johnson,Discover expert Boris Johnson articles from The Times and The Sunday Times.,280000000,Results 1 - 20 of 4937 ,n/a
14,google,Boris Johnson,Boris Johnson MP - Latest news & opinion on the Prime ...,https://www.mirror.co.uk/all-about/boris-johnson,Read the latest news,,,
15,google,Boris Johnson,The Boris Johnson archive - The Telegraph,https://www.telegraph.co.uk/boris-johnson-archive/,Boris Johnson has taken on many topics in his regular Telegraph column which readers have loved over the years. Now he has taken up residence in Number ...,280000000,n/a,n/a
16,google,Boris Johnson,Boris Johnson - The Telegraph,https://www.telegraph.co.uk/boris-johnson/,Premium. Telegraph View 12 Oct 2019,,,
17,google,Boris Johnson,Boris Johnson News – the latest from Al Jazeera,https://www.aljazeera.com/topics/people/boris-johnson.html,Get today's news on Boris Johnson: current events,,,
18,google,Boris Johnson,Boris Johnson | Fox News,https://www.foxnews.com/category/person/boris-johnson,Boris Johnson is a British politician and journalist who has been a Member of Parliament on two occasions,,,
19,google,Boris Johnson,The Rt Hon Boris Johnson MP - GOV.UK,https://www.gov.uk/government/people/boris-johnson,Boris Johnson became Prime Minister on 24 July 2019. He was previously Foreign Secretary from 13 July 2016 to 9 July 2018. He was elected Conservative MP ...,280000000,n/a,n/a
20,google,Boris Johnson,Boris Johnson | Biography,,,,,
21,google,Boris Johnson,Boris Johnson - inews.co.uk,https://inews.co.uk/topic/boris-johnson,Boris Johnson acknowledges he went too far with his 'surrender' jibes (Photo: ... Boris Johnson will only win election if Brexit happens on 31 October,,,
