result #,search engine,query,article title,article url,article description,total nr of results (best guess),date,timestamp
0,google,Boris Johnson,Boris Johnson - Wikipedia,https://en.wikipedia.org/wiki/Boris_Johnson,Alexander Boris de Pfeffel Johnson (/ˈfɛfəl/; born 19 June 1964) is a British politician,,,
1,google,Boris Johnson,Boris Johnson | Politics | The Guardian,https://www.theguardian.com/politics/boris-johnson,Boris Johnson's mother exits Parkinson's campaign after No 10 intervention. Published: ... Boris Johnson and Leo Varadkar say they 'see pathway' to Brexit deal.,292000000,n/a,n/a
2,google,Boris Johnson,Boris Johnson's major U-turn sets up 48 hours to clinch Brexit ...,https://www.theguardian.com/politics/2019/oct/11/michel-barnier-meets-brexit-secretary-after-uks-positive-talks-with-ireland,Boris Johnson has signalled that he will make a last-ditch U-turn on his plans for the Irish border,,,
3,google,Boris Johnson,Boris Johnson - latest news,,,,,
4,google,Boris Johnson,Boris Johnson's hopes of Brexit deal dealt blow after DUP ...,https://www.independent.co.uk/news/uk/politics/brexit-news-boris-johnson-deal-dup-nigel-dodds-ireland-a9153631.html,Boris Johnson's hopes of securing a Brexit deal have been dealt a blow after the DUP's deputy leader warned that the plan reportedly being ...,292000000,3 hours ago ,1570902851
5,google,Boris Johnson,Brexit: Warning for Labour as poll finds voters will forgive Boris ...,https://www.independent.co.uk/news/uk/politics/brexit-poll-boris-johnson-eu-leave-labour-corbyn-a9152671.html,Most pro-Brexit voters will forgive Boris Johnson if he breaks his promise of a “do or die” departure from the EU this month,,,
6,google,Boris Johnson,Boris Johnson - Home | Facebook,https://www.facebook.com/borisjohnson/,Boris Johnson. 730K likes. Member of Parliament for Uxbridge and South Ruislip.,292000000,n/a,n/a
7,google,Boris Johnson,Boris Johnson - BBC News,https://www.bbc.co.uk/news/topics/c8nq32jw8r1t/boris-johnson,All the latest news about Boris Johnson from the BBC.,292000000,n/a,n/a
8,google,Boris Johnson,Johnson,,,,,
9,google,Boris Johnson,Rt Hon Boris Johnson MP - UK Parliament,https://www.parliament.uk/biographies/commons/boris-johnson/1423,Rt Hon Boris Johnson MP. Parliamentary. House of Commons,,,
10,google,Boris Johnson,Boris Johnson - All the latest news and updates- The Sun,https://www.thesun.co.uk/who/boris-johnson/,Latest news,,,
11,google,Boris Johnson,Boris Johnson - The Latest News from the UK and Around the ...,https://news.sky.com/topic/boris-johnson-5853,Boris Johnson and Angela Merkel spoke on the phone this morning ... French President Emmanuel Macron (R) welcomes Britain&amp;#39;s Prime Minister Boris ...,292000000,n/a,n/a
12,google,Boris Johnson,Boris Johnson | Financial Times,https://www.ft.com/topics/people/Boris_Johnson,UK aerospace warns of risk posed by Johnson's Brexit plan · PM wants to ... Boris Johnson and Leo Varadkar hint that something big is about to happen. Save.,292000000,n/a,n/a
13,google,Boris Johnson,Boris Johnson - AP News,https://www.apnews.com/BorisJohnson,Boris Johnson prepares to take his place on world stage .... LONDON (AP) — British Prime Minister Boris Johnson says he will speak with the U.S. ambassador ...,292000000,n/a,n/a
14,google,Boris Johnson,Boris Johnson MP - Latest news & opinion on the Prime ...,https://www.mirror.co.uk/all-about/boris-johnson,Read the latest news,,,
15,google,Boris Johnson,The Boris Johnson archive - The Telegraph,https://www.telegraph.co.uk/boris-johnson-archive/,Boris Johnson has taken on many topics in his regular Telegraph column which readers have loved over the years. Now he has taken up residence in Number ...,292000000,n/a,n/a
16,google,Boris Johnson,Boris Johnson - The Telegraph,https://www.telegraph.co.uk/boris-johnson/,Boris Johnson accuses City Hall of 'overstepping the mark' over Jennifer Arcuri ... Boris Johnson has warned City Hall it could be 'overstepping the mark' ...,292000000,n/a,n/a
17,google,Boris Johnson,Boris Johnson | The Times & The Sunday Times,https://www.thetimes.co.uk/topic/boris-johnson,Discover expert Boris Johnson articles from The Times and The Sunday Times.,292000000,Results 1 - 20 of 4902 ,n/a
18,google,Boris Johnson,Boris Johnson News – the latest from Al Jazeera,https://www.aljazeera.com/topics/people/boris-johnson.html,Get today's news on Boris Johnson: current events,,,
19,google,Boris Johnson,The Rt Hon Boris Johnson MP - GOV.UK,https://www.gov.uk/government/people/boris-johnson,Boris Johnson became Prime Minister on 24 July 2019. He was previously Foreign Secretary from 13 July 2016 to 9 July 2018. He was elected Conservative MP ...,292000000,n/a,n/a
20,google,Boris Johnson,Boris Johnson | Fox News,https://www.foxnews.com/category/person/boris-johnson,Boris Johnson is a British politician and journalist who has been a Member of Parliament on two occasions,,,
21,google,Boris Johnson,Boris Johnson | Biography,,,,,
22,google,Boris Johnson,Jennifer Arcuri and Boris Johnson: What's the story about ...,https://www.bbc.com/news/uk-politics-49878693,Away from the challenges of Brexit,,,
23,google,Boris Johnson,Boris Johnson would seize victory in snap election with ...,https://www.thesun.co.uk/news/10121992/boris-johnson-victory-popular-jeremy-corbyn/,BORIS Johnson would seize victory in a snap election with a Commons majority - as a poll shows he's twice as popular as Jeremy Corbyn.,292000000,4 hours ago ,1570899254
24,google,Boris Johnson,Boris Johnson latest news,,,,,
25,google,Boris Johnson,Boris Johnson - inews.co.uk,https://inews.co.uk/topic/boris-johnson,Boris Johnson acknowledges he went too far with his 'surrender' jibes (Photo: ... Boris Johnson will only win election if Brexit happens on 31 October,,,
26,google,Boris Johnson,Boris Johnson | News,,,,,
27,google,Boris Johnson,How Boris Johnson moved to break the Brexit deadlock ...,https://www.ft.com/content/cdb2dadc-ec40-11e9-a240-3b065ef5fc55,Boris Johnson has moved decisively to break the deadlock on Brexit,,,
28,google,Boris Johnson,boris johnson - HuffPost,https://www.huffpost.com/topic/boris-johnson,boris johnson.,292000000,n/a,n/a
29,google,Boris Johnson,Boris Johnson Could Be Britain's Prime Minister. Who Is He ...,https://time.com/5612219/who-is-boris-johnson/,Boris Johnson is all but certain to become Britain's next Prime Minister next month,,,
30,google,Boris Johnson,Boris Johnson - ITV News,https://www.itv.com/news/topic/boris-johnson/,Get all the latest,,,
